ProductID,ProductTHTDatum,CStatusProduct,FStatusProduct,PStatusProduct,SoortProductID
3780,2024-01-01,Gemaakt,Gevuld,Verpakt,2
3781,2024-02-02,In Productie,Niet gevuld,Niet verpakt,1
3782,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
3783,2024-04-04,In Productie,Gevuld,Niet verpakt,1
3784,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
3785,2024-06-06,In Productie,Niet gevuld,Verpakt,1
3786,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
3787,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
3788,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
3789,2024-10-10,In Productie,Gevuld,Niet verpakt,2
3790,2024-11-11,Gemaakt,Niet gevuld,Verpakt,1
3791,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
3792,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
3793,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
3794,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
3795,2024-04-16,In Productie,Gevuld,Verpakt,1
3796,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
3797,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
3798,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
3799,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
3800,2024-09-21,Gemaakt,Niet gevuld,Verpakt,1
3801,2024-10-22,In Productie,Gevuld,Niet verpakt,1
3802,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
3803,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
3804,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
3805,2024-02-26,In Productie,Niet gevuld,Verpakt,1
3806,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
3807,2024-04-28,In Productie,Gevuld,Niet verpakt,2
3808,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
3809,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
3810,2024-07-03,Gemaakt,Gevuld,Verpakt,2
3811,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
3812,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
3813,2024-10-06,In Productie,Gevuld,Niet verpakt,1
3814,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
3815,2024-12-08,In Productie,Niet gevuld,Verpakt,1
3816,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
3817,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
3818,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
3819,2024-04-12,In Productie,Gevuld,Niet verpakt,1
3820,2024-05-13,Gemaakt,Niet gevuld,Verpakt,2
3821,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
3822,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
3823,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
3824,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
3825,2024-10-18,In Productie,Gevuld,Verpakt,2
3826,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
3827,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
3828,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
3829,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
3830,2024-03-23,Gemaakt,Niet gevuld,Verpakt,2
3831,2024-04-24,In Productie,Gevuld,Niet verpakt,1
3832,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
3833,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
3834,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
3835,2024-08-28,In Productie,Niet gevuld,Verpakt,1
3836,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
3837,2024-10-02,In Productie,Gevuld,Niet verpakt,2
3838,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
3839,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
3840,2024-01-05,Gemaakt,Gevuld,Verpakt,1
3841,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
3842,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
3843,2024-04-08,In Productie,Gevuld,Niet verpakt,2
3844,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,1
3845,2024-06-10,In Productie,Niet gevuld,Verpakt,2
3846,2024-07-11,Gemaakt,Gevuld,Niet verpakt,1
3847,2024-08-12,In Productie,Niet gevuld,Niet verpakt,1
3848,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,1
3849,2024-10-14,In Productie,Gevuld,Niet verpakt,1
3850,2024-11-15,Gemaakt,Niet gevuld,Verpakt,2
3851,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
3852,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
3853,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
3854,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
3855,2024-04-20,In Productie,Gevuld,Verpakt,1
3856,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
3857,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
3858,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
3859,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
3860,2024-09-25,Gemaakt,Niet gevuld,Verpakt,2
3861,2024-10-26,In Productie,Gevuld,Niet verpakt,2
3862,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
3863,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
3864,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
3865,2024-02-02,In Productie,Niet gevuld,Verpakt,2
3866,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
3867,2024-04-04,In Productie,Gevuld,Niet verpakt,1
3868,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
3869,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
3870,2024-07-07,Gemaakt,Gevuld,Verpakt,1
3871,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
3872,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
3873,2024-10-10,In Productie,Gevuld,Niet verpakt,2
3874,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
3875,2024-12-12,In Productie,Niet gevuld,Verpakt,2
3876,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
3877,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
3878,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
3879,2024-04-16,In Productie,Gevuld,Niet verpakt,1
3880,2024-05-17,Gemaakt,Niet gevuld,Verpakt,2
3881,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
3882,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
3883,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
3884,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
3885,2024-10-22,In Productie,Gevuld,Verpakt,2
3886,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
3887,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
3888,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
3889,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
3890,2024-03-27,Gemaakt,Niet gevuld,Verpakt,2
3891,2024-04-28,In Productie,Gevuld,Niet verpakt,2
3892,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
3893,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
3894,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
3895,2024-08-04,In Productie,Niet gevuld,Verpakt,2
3896,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
3897,2024-10-06,In Productie,Gevuld,Niet verpakt,2
3898,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
3899,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
3900,2024-01-09,Gemaakt,Gevuld,Verpakt,1
3901,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
3902,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,2
3903,2024-04-12,In Productie,Gevuld,Niet verpakt,1
3904,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
3905,2024-06-14,In Productie,Niet gevuld,Verpakt,2
3906,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
3907,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
3908,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
3909,2024-10-18,In Productie,Gevuld,Niet verpakt,1
3910,2024-11-19,Gemaakt,Niet gevuld,Verpakt,1
3911,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
3912,2024-01-21,Gemaakt,Gevuld,Niet verpakt,2
3913,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
3914,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
3915,2024-04-24,In Productie,Gevuld,Verpakt,2
3916,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
3917,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
3918,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
3919,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
3920,2024-09-01,Gemaakt,Niet gevuld,Verpakt,2
3921,2024-10-02,In Productie,Gevuld,Niet verpakt,2
3922,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
3923,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
3924,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
3925,2024-02-06,In Productie,Niet gevuld,Verpakt,1
3926,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
3927,2024-04-08,In Productie,Gevuld,Niet verpakt,1
3928,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
3929,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
3930,2024-07-11,Gemaakt,Gevuld,Verpakt,2
3931,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
3932,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
3933,2024-10-14,In Productie,Gevuld,Niet verpakt,2
3934,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
3935,2024-12-16,In Productie,Niet gevuld,Verpakt,1
3936,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
3937,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
3938,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
3939,2024-04-20,In Productie,Gevuld,Niet verpakt,1
3940,2024-05-21,Gemaakt,Niet gevuld,Verpakt,1
3941,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
3942,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
3943,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
3944,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
3945,2024-10-26,In Productie,Gevuld,Verpakt,2
3946,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
3947,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
3948,2024-01-01,Gemaakt,Gevuld,Niet verpakt,2
3949,2024-02-02,In Productie,Niet gevuld,Niet verpakt,1
3950,2024-03-03,Gemaakt,Niet gevuld,Verpakt,1
3951,2024-04-04,In Productie,Gevuld,Niet verpakt,2
3952,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
3953,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
3954,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
3955,2024-08-08,In Productie,Niet gevuld,Verpakt,2
3956,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
3957,2024-10-10,In Productie,Gevuld,Niet verpakt,1
3958,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
3959,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
3960,2024-01-13,Gemaakt,Gevuld,Verpakt,1
3961,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
3962,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
3963,2024-04-16,In Productie,Gevuld,Niet verpakt,1
3964,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
3965,2024-06-18,In Productie,Niet gevuld,Verpakt,2
3966,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
3967,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
3968,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
3969,2024-10-22,In Productie,Gevuld,Niet verpakt,2
3970,2024-11-23,Gemaakt,Niet gevuld,Verpakt,2
3971,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
3972,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
3973,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
3974,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
3975,2024-04-28,In Productie,Gevuld,Verpakt,1
3976,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
3977,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
3978,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
3979,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
3980,2024-09-05,Gemaakt,Niet gevuld,Verpakt,1
3981,2024-10-06,In Productie,Gevuld,Niet verpakt,1
3982,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
3983,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
3984,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
3985,2024-02-10,In Productie,Niet gevuld,Verpakt,2
3986,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
3987,2024-04-12,In Productie,Gevuld,Niet verpakt,2
3988,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
3989,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
3990,2024-07-15,Gemaakt,Gevuld,Verpakt,2
3991,2024-08-16,In Productie,Niet gevuld,Niet verpakt,1
3992,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
3993,2024-10-18,In Productie,Gevuld,Niet verpakt,2
3994,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
3995,2024-12-20,In Productie,Niet gevuld,Verpakt,1
3996,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
3997,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
3998,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
3999,2024-04-24,In Productie,Gevuld,Niet verpakt,2
4000,2024-05-25,Gemaakt,Niet gevuld,Verpakt,1
4001,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
4002,2024-07-27,Gemaakt,Gevuld,Niet verpakt,2
4003,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
4004,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
4005,2024-10-02,In Productie,Gevuld,Verpakt,2
4006,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
4007,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
4008,2024-01-05,Gemaakt,Gevuld,Niet verpakt,1
4009,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
4010,2024-03-07,Gemaakt,Niet gevuld,Verpakt,1
4011,2024-04-08,In Productie,Gevuld,Niet verpakt,1
4012,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
4013,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
4014,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
4015,2024-08-12,In Productie,Niet gevuld,Verpakt,1
4016,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,1
4017,2024-10-14,In Productie,Gevuld,Niet verpakt,1
4018,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
4019,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
4020,2024-01-17,Gemaakt,Gevuld,Verpakt,2
4021,2024-02-18,In Productie,Niet gevuld,Niet verpakt,2
4022,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
4023,2024-04-20,In Productie,Gevuld,Niet verpakt,2
4024,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
4025,2024-06-22,In Productie,Niet gevuld,Verpakt,2
4026,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
4027,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
4028,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
4029,2024-10-26,In Productie,Gevuld,Niet verpakt,2
4030,2024-11-27,Gemaakt,Niet gevuld,Verpakt,2
4031,2024-12-28,In Productie,Niet gevuld,Niet verpakt,2
4032,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
4033,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
4034,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
4035,2024-04-04,In Productie,Gevuld,Verpakt,2
4036,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
4037,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
4038,2024-07-07,Gemaakt,Gevuld,Niet verpakt,1
4039,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
4040,2024-09-09,Gemaakt,Niet gevuld,Verpakt,2
4041,2024-10-10,In Productie,Gevuld,Niet verpakt,2
4042,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
4043,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
4044,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
4045,2024-02-14,In Productie,Niet gevuld,Verpakt,1
4046,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
4047,2024-04-16,In Productie,Gevuld,Niet verpakt,1
4048,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
4049,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
4050,2024-07-19,Gemaakt,Gevuld,Verpakt,2
4051,2024-08-20,In Productie,Niet gevuld,Niet verpakt,2
4052,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
4053,2024-10-22,In Productie,Gevuld,Niet verpakt,1
4054,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
4055,2024-12-24,In Productie,Niet gevuld,Verpakt,2
4056,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
4057,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
4058,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
4059,2024-04-28,In Productie,Gevuld,Niet verpakt,1
4060,2024-05-01,Gemaakt,Niet gevuld,Verpakt,1
4061,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
4062,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
4063,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
4064,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
4065,2024-10-06,In Productie,Gevuld,Verpakt,2
4066,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
4067,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
4068,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
4069,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
4070,2024-03-11,Gemaakt,Niet gevuld,Verpakt,1
4071,2024-04-12,In Productie,Gevuld,Niet verpakt,2
4072,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
4073,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
4074,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
4075,2024-08-16,In Productie,Niet gevuld,Verpakt,2
4076,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
4077,2024-10-18,In Productie,Gevuld,Niet verpakt,2
4078,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
4079,2024-12-20,In Productie,Niet gevuld,Niet verpakt,1
4080,2024-01-21,Gemaakt,Gevuld,Verpakt,2
4081,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
4082,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
4083,2024-04-24,In Productie,Gevuld,Niet verpakt,2
4084,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
4085,2024-06-26,In Productie,Niet gevuld,Verpakt,2
4086,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
4087,2024-08-28,In Productie,Niet gevuld,Niet verpakt,1
4088,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
4089,2024-10-02,In Productie,Gevuld,Niet verpakt,2
4090,2024-11-03,Gemaakt,Niet gevuld,Verpakt,2
4091,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
4092,2024-01-05,Gemaakt,Gevuld,Niet verpakt,1
4093,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
4094,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
4095,2024-04-08,In Productie,Gevuld,Verpakt,2
4096,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
4097,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
4098,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
4099,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
4100,2024-09-13,Gemaakt,Niet gevuld,Verpakt,2
4101,2024-10-14,In Productie,Gevuld,Niet verpakt,2
4102,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
4103,2024-12-16,In Productie,Niet gevuld,Niet verpakt,1
4104,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
4105,2024-02-18,In Productie,Niet gevuld,Verpakt,2
4106,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
4107,2024-04-20,In Productie,Gevuld,Niet verpakt,2
4108,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
4109,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
4110,2024-07-23,Gemaakt,Gevuld,Verpakt,1
4111,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
4112,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,2
4113,2024-10-26,In Productie,Gevuld,Niet verpakt,1
4114,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
4115,2024-12-28,In Productie,Niet gevuld,Verpakt,1
4116,2024-01-01,Gemaakt,Gevuld,Niet verpakt,2
4117,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
4118,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
4119,2024-04-04,In Productie,Gevuld,Niet verpakt,2
4120,2024-05-05,Gemaakt,Niet gevuld,Verpakt,1
4121,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
4122,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
4123,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
4124,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
4125,2024-10-10,In Productie,Gevuld,Verpakt,2
4126,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
4127,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
4128,2024-01-13,Gemaakt,Gevuld,Niet verpakt,1
4129,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
4130,2024-03-15,Gemaakt,Niet gevuld,Verpakt,1
4131,2024-04-16,In Productie,Gevuld,Niet verpakt,2
4132,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
4133,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
4134,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
4135,2024-08-20,In Productie,Niet gevuld,Verpakt,2
4136,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
4137,2024-10-22,In Productie,Gevuld,Niet verpakt,1
4138,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
4139,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
4140,2024-01-25,Gemaakt,Gevuld,Verpakt,1
4141,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
4142,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
4143,2024-04-28,In Productie,Gevuld,Niet verpakt,2
4144,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,2
4145,2024-06-02,In Productie,Niet gevuld,Verpakt,2
4146,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
4147,2024-08-04,In Productie,Niet gevuld,Niet verpakt,1
4148,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
4149,2024-10-06,In Productie,Gevuld,Niet verpakt,1
4150,2024-11-07,Gemaakt,Niet gevuld,Verpakt,1
4151,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
4152,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
4153,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
4154,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
4155,2024-04-12,In Productie,Gevuld,Verpakt,2
4156,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
4157,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
4158,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
4159,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
4160,2024-09-17,Gemaakt,Niet gevuld,Verpakt,2
4161,2024-10-18,In Productie,Gevuld,Niet verpakt,2
4162,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
4163,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
4164,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
4165,2024-02-22,In Productie,Niet gevuld,Verpakt,1
4166,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
4167,2024-04-24,In Productie,Gevuld,Niet verpakt,2
4168,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
4169,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
4170,2024-07-27,Gemaakt,Gevuld,Verpakt,1
4171,2024-08-28,In Productie,Niet gevuld,Niet verpakt,1
4172,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
4173,2024-10-02,In Productie,Gevuld,Niet verpakt,1
4174,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
4175,2024-12-04,In Productie,Niet gevuld,Verpakt,2
4176,2024-01-05,Gemaakt,Gevuld,Niet verpakt,1
4177,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
4178,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
4179,2024-04-08,In Productie,Gevuld,Niet verpakt,2
4180,2024-05-09,Gemaakt,Niet gevuld,Verpakt,2
4181,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
4182,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
4183,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
4184,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,1
4185,2024-10-14,In Productie,Gevuld,Verpakt,2
4186,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
4187,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
4188,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
4189,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
4190,2024-03-19,Gemaakt,Niet gevuld,Verpakt,1
4191,2024-04-20,In Productie,Gevuld,Niet verpakt,2
4192,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
4193,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
4194,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
4195,2024-08-24,In Productie,Niet gevuld,Verpakt,1
4196,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
4197,2024-10-26,In Productie,Gevuld,Niet verpakt,2
4198,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
4199,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
4200,2024-01-01,Gemaakt,Gevuld,Verpakt,1
4201,2024-02-02,In Productie,Niet gevuld,Niet verpakt,1
4202,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
