GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,BatchID
4119,2024-05-05 15:00:00,2024-05-05 17:05:00,Machine A4,4119
4120,2024-06-06 08:00:00,2024-06-06 09:14:00,Machine A0,4120
4121,2024-07-07 09:00:00,2024-07-07 10:17:00,Machine A1,4121
4122,2024-08-08 10:00:00,2024-08-08 11:33:00,Machine A2,4122
4123,2024-09-09 11:00:00,2024-09-09 12:05:00,Machine A3,4123
4124,2024-10-10 12:00:00,2024-10-10 14:35:00,Machine A4,4124
4125,2024-11-11 13:00:00,2024-11-11 15:45:00,Machine A0,4125
4126,2024-12-12 14:00:00,2024-12-12 15:15:00,Machine A1,4126
4127,2024-01-13 15:00:00,2024-01-13 17:12:00,Machine A2,4127
4128,2024-02-14 08:00:00,2024-02-14 09:05:00,Machine A3,4128
4129,2024-03-15 09:00:00,2024-03-15 10:36:00,Machine A4,4129
4130,2024-04-16 10:00:00,2024-04-16 11:51:00,Machine A0,4130
4131,2024-05-17 11:00:00,2024-05-17 13:42:00,Machine A1,4131
4132,2024-06-18 12:00:00,2024-06-18 14:49:00,Machine A2,4132
4133,2024-07-19 13:00:00,2024-07-19 14:32:00,Machine A3,4133
4134,2024-08-20 14:00:00,2024-08-20 16:45:00,Machine A4,4134
4135,2024-09-21 15:00:00,2024-09-21 16:22:00,Machine A0,4135
4136,2024-10-22 08:00:00,2024-10-22 09:44:00,Machine A1,4136
4137,2024-11-23 09:00:00,2024-11-23 11:52:00,Machine A2,4137
4138,2024-12-24 10:00:00,2024-12-24 11:34:00,Machine A3,4138
4139,2024-01-25 11:00:00,2024-01-25 12:36:00,Machine A4,4139
4140,2024-02-26 12:00:00,2024-02-26 13:11:00,Machine A0,4140
4141,2024-03-27 13:00:00,2024-03-27 15:40:00,Machine A1,4141
4142,2024-04-28 14:00:00,2024-04-28 15:59:00,Machine A2,4142
4143,2024-05-01 15:00:00,2024-05-01 16:46:00,Machine A3,4143
4144,2024-06-02 08:00:00,2024-06-02 10:16:00,Machine A4,4144
4145,2024-07-03 09:00:00,2024-07-03 10:51:00,Machine A0,4145
4146,2024-08-04 10:00:00,2024-08-04 11:14:00,Machine A1,4146
4147,2024-09-05 11:00:00,2024-09-05 12:12:00,Machine A2,4147
4148,2024-10-06 12:00:00,2024-10-06 14:23:00,Machine A3,4148
4149,2024-11-07 13:00:00,2024-11-07 15:48:00,Machine A4,4149
4150,2024-12-08 14:00:00,2024-12-08 16:07:00,Machine A0,4150
4151,2024-01-09 15:00:00,2024-01-09 16:44:00,Machine A1,4151
4152,2024-02-10 08:00:00,2024-02-10 09:25:00,Machine A2,4152
4153,2024-03-11 09:00:00,2024-03-11 10:42:00,Machine A3,4153
4154,2024-04-12 10:00:00,2024-04-12 12:32:00,Machine A4,4154
4155,2024-05-13 11:00:00,2024-05-13 13:29:00,Machine A0,4155
4156,2024-06-14 12:00:00,2024-06-14 14:07:00,Machine A1,4156
4157,2024-07-15 13:00:00,2024-07-15 14:24:00,Machine A2,4157
4158,2024-08-16 14:00:00,2024-08-16 16:27:00,Machine A3,4158
4159,2024-09-17 15:00:00,2024-09-17 16:49:00,Machine A4,4159
4160,2024-10-18 08:00:00,2024-10-18 10:03:00,Machine A0,4160
4161,2024-11-19 09:00:00,2024-11-19 11:24:00,Machine A1,4161
4162,2024-12-20 10:00:00,2024-12-20 12:55:00,Machine A2,4162
4163,2024-01-21 11:00:00,2024-01-21 13:10:00,Machine A3,4163
4164,2024-02-22 12:00:00,2024-02-22 14:58:00,Machine A4,4164
4165,2024-03-23 13:00:00,2024-03-23 14:31:00,Machine A0,4165
4166,2024-04-24 14:00:00,2024-04-24 16:49:00,Machine A1,4166
4167,2024-05-25 15:00:00,2024-05-25 17:53:00,Machine A2,4167
4168,2024-06-26 08:00:00,2024-06-26 09:28:00,Machine A3,4168
4169,2024-07-27 09:00:00,2024-07-27 11:41:00,Machine A4,4169
4170,2024-08-28 10:00:00,2024-08-28 11:59:00,Machine A0,4170
4171,2024-09-01 11:00:00,2024-09-01 12:39:00,Machine A1,4171
4172,2024-10-02 12:00:00,2024-10-02 13:13:00,Machine A2,4172
4173,2024-11-03 13:00:00,2024-11-03 14:37:00,Machine A3,4173
4174,2024-12-04 14:00:00,2024-12-04 15:42:00,Machine A4,4174
4175,2024-01-05 15:00:00,2024-01-05 16:37:00,Machine A0,4175
4176,2024-02-06 08:00:00,2024-02-06 09:03:00,Machine A1,4176
4177,2024-03-07 09:00:00,2024-03-07 10:28:00,Machine A2,4177
4178,2024-04-08 10:00:00,2024-04-08 12:14:00,Machine A3,4178
4179,2024-05-09 11:00:00,2024-05-09 13:19:00,Machine A4,4179
4180,2024-06-10 12:00:00,2024-06-10 14:29:00,Machine A0,4180
4181,2024-07-11 13:00:00,2024-07-11 15:03:00,Machine A1,4181
4182,2024-08-12 14:00:00,2024-08-12 15:33:00,Machine A2,4182
4183,2024-09-13 15:00:00,2024-09-13 17:19:00,Machine A3,4183
4184,2024-10-14 08:00:00,2024-10-14 10:31:00,Machine A4,4184
4185,2024-11-15 09:00:00,2024-11-15 10:55:00,Machine A0,4185
4186,2024-12-16 10:00:00,2024-12-16 12:00:00,Machine A1,4186
4187,2024-01-17 11:00:00,2024-01-17 12:24:00,Machine A2,4187
4188,2024-02-18 12:00:00,2024-02-18 14:36:00,Machine A3,4188
4189,2024-03-19 13:00:00,2024-03-19 15:31:00,Machine A4,4189
4190,2024-04-20 14:00:00,2024-04-20 15:37:00,Machine A0,4190
4191,2024-05-21 15:00:00,2024-05-21 17:04:00,Machine A1,4191
4192,2024-06-22 08:00:00,2024-06-22 09:32:00,Machine A2,4192
4193,2024-07-23 09:00:00,2024-07-23 11:09:00,Machine A3,4193
4194,2024-08-24 10:00:00,2024-08-24 11:25:00,Machine A4,4194
4195,2024-09-25 11:00:00,2024-09-25 13:12:00,Machine A0,4195
4196,2024-10-26 12:00:00,2024-10-26 14:04:00,Machine A1,4196
4197,2024-11-27 13:00:00,2024-11-27 14:36:00,Machine A2,4197
4198,2024-12-28 14:00:00,2024-12-28 15:13:00,Machine A3,4198
4199,2024-01-01 15:00:00,2024-01-01 17:07:00,Machine A4,4199
4200,2024-02-02 08:00:00,2024-02-02 10:21:00,Machine A0,4200
4201,2024-03-03 09:00:00,2024-03-03 11:11:00,Machine A1,4201
4202,2024-04-04 10:00:00,2024-04-04 12:35:00,Machine A2,4202
4203,2024-05-05 11:00:00,2024-05-05 13:50:00,Machine A3,4203
4204,2024-06-06 12:00:00,2024-06-06 13:17:00,Machine A4,4204
4205,2024-07-07 13:00:00,2024-07-07 15:25:00,Machine A0,4205
4206,2024-08-08 14:00:00,2024-08-08 16:04:00,Machine A1,4206
4207,2024-09-09 15:00:00,2024-09-09 17:40:00,Machine A2,4207
4208,2024-10-10 08:00:00,2024-10-10 10:20:00,Machine A3,4208
4209,2024-11-11 09:00:00,2024-11-11 10:59:00,Machine A4,4209
4210,2024-12-12 10:00:00,2024-12-12 12:50:00,Machine A0,4210
4211,2024-01-13 11:00:00,2024-01-13 12:31:00,Machine A1,4211
4212,2024-02-14 12:00:00,2024-02-14 13:56:00,Machine A2,4212
4213,2024-03-15 13:00:00,2024-03-15 14:23:00,Machine A3,4213
4214,2024-04-16 14:00:00,2024-04-16 15:24:00,Machine A4,4214
4215,2024-05-17 15:00:00,2024-05-17 17:16:00,Machine A0,4215
4216,2024-06-18 08:00:00,2024-06-18 09:33:00,Machine A1,4216
4217,2024-07-19 09:00:00,2024-07-19 11:18:00,Machine A2,4217
4218,2024-08-20 10:00:00,2024-08-20 11:51:00,Machine A3,4218
4219,2024-09-21 11:00:00,2024-09-21 12:06:00,Machine A4,4219
4220,2024-10-22 12:00:00,2024-10-22 14:15:00,Machine A0,4220
4221,2024-11-23 13:00:00,2024-11-23 14:23:00,Machine A1,4221
4222,2024-12-24 14:00:00,2024-12-24 15:21:00,Machine A2,4222
4223,2024-01-25 15:00:00,2024-01-25 17:27:00,Machine A3,4223
4224,2024-02-26 08:00:00,2024-02-26 09:54:00,Machine A4,4224
4225,2024-03-27 09:00:00,2024-03-27 10:34:00,Machine A0,4225
4226,2024-04-28 10:00:00,2024-04-28 12:27:00,Machine A1,4226
4227,2024-05-01 11:00:00,2024-05-01 13:31:00,Machine A2,4227
4228,2024-06-02 12:00:00,2024-06-02 14:44:00,Machine A3,4228
4229,2024-07-03 13:00:00,2024-07-03 15:31:00,Machine A4,4229
4230,2024-08-04 14:00:00,2024-08-04 15:40:00,Machine A0,4230
4231,2024-09-05 15:00:00,2024-09-05 17:19:00,Machine A1,4231
4232,2024-10-06 08:00:00,2024-10-06 09:40:00,Machine A2,4232
4233,2024-11-07 09:00:00,2024-11-07 10:19:00,Machine A3,4233
4234,2024-12-08 10:00:00,2024-12-08 11:17:00,Machine A4,4234
4235,2024-01-09 11:00:00,2024-01-09 12:41:00,Machine A0,4235
4236,2024-02-10 12:00:00,2024-02-10 14:12:00,Machine A1,4236
4237,2024-03-11 13:00:00,2024-03-11 15:30:00,Machine A2,4237
4238,2024-04-12 14:00:00,2024-04-12 16:12:00,Machine A3,4238
4239,2024-05-13 15:00:00,2024-05-13 16:44:00,Machine A4,4239
4240,2024-06-14 08:00:00,2024-06-14 10:40:00,Machine A0,4240
4241,2024-07-15 09:00:00,2024-07-15 11:25:00,Machine A1,4241
4242,2024-08-16 10:00:00,2024-08-16 12:50:00,Machine A2,4242
4243,2024-09-17 11:00:00,2024-09-17 13:53:00,Machine A3,4243
4244,2024-10-18 12:00:00,2024-10-18 13:55:00,Machine A4,4244
4245,2024-11-19 13:00:00,2024-11-19 14:47:00,Machine A0,4245
4246,2024-12-20 14:00:00,2024-12-20 16:42:00,Machine A1,4246
4247,2024-01-21 15:00:00,2024-01-21 17:19:00,Machine A2,4247
4248,2024-02-22 08:00:00,2024-02-22 10:55:00,Machine A3,4248
4249,2024-03-23 09:00:00,2024-03-23 11:06:00,Machine A4,4249
4250,2024-04-24 10:00:00,2024-04-24 12:11:00,Machine A0,4250
4251,2024-05-25 11:00:00,2024-05-25 12:08:00,Machine A1,4251
4252,2024-06-26 12:00:00,2024-06-26 14:46:00,Machine A2,4252
4253,2024-07-27 13:00:00,2024-07-27 14:43:00,Machine A3,4253
4254,2024-08-28 14:00:00,2024-08-28 15:27:00,Machine A4,4254
4255,2024-09-01 15:00:00,2024-09-01 17:22:00,Machine A0,4255
4256,2024-10-02 08:00:00,2024-10-02 09:27:00,Machine A1,4256
4257,2024-11-03 09:00:00,2024-11-03 10:55:00,Machine A2,4257
4258,2024-12-04 10:00:00,2024-12-04 12:09:00,Machine A3,4258
4259,2024-01-05 11:00:00,2024-01-05 12:12:00,Machine A4,4259
4260,2024-02-06 12:00:00,2024-02-06 13:29:00,Machine A0,4260
4261,2024-03-07 13:00:00,2024-03-07 14:43:00,Machine A1,4261
4262,2024-04-08 14:00:00,2024-04-08 15:04:00,Machine A2,4262
4263,2024-05-09 15:00:00,2024-05-09 17:39:00,Machine A3,4263
4264,2024-06-10 08:00:00,2024-06-10 09:12:00,Machine A4,4264
4265,2024-07-11 09:00:00,2024-07-11 10:15:00,Machine A0,4265
4266,2024-08-12 10:00:00,2024-08-12 12:22:00,Machine A1,4266
4267,2024-09-13 11:00:00,2024-09-13 12:50:00,Machine A2,4267
4268,2024-10-14 12:00:00,2024-10-14 13:53:00,Machine A3,4268
4269,2024-11-15 13:00:00,2024-11-15 15:49:00,Machine A4,4269
4270,2024-12-16 14:00:00,2024-12-16 15:37:00,Machine A0,4270
4271,2024-01-17 15:00:00,2024-01-17 17:26:00,Machine A1,4271
4272,2024-02-18 08:00:00,2024-02-18 09:51:00,Machine A2,4272
4273,2024-03-19 09:00:00,2024-03-19 11:12:00,Machine A3,4273
4274,2024-04-20 10:00:00,2024-04-20 12:22:00,Machine A4,4274
4275,2024-05-21 11:00:00,2024-05-21 13:08:00,Machine A0,4275
4276,2024-06-22 12:00:00,2024-06-22 13:00:00,Machine A1,4276
4277,2024-07-23 13:00:00,2024-07-23 15:49:00,Machine A2,4277
4278,2024-08-24 14:00:00,2024-08-24 16:52:00,Machine A3,4278
4279,2024-09-25 15:00:00,2024-09-25 16:52:00,Machine A4,4279
4280,2024-10-26 08:00:00,2024-10-26 09:12:00,Machine A0,4280
4281,2024-11-27 09:00:00,2024-11-27 10:31:00,Machine A1,4281
4282,2024-12-28 10:00:00,2024-12-28 11:20:00,Machine A2,4282
4283,2024-01-01 11:00:00,2024-01-01 13:07:00,Machine A3,4283
4284,2024-02-02 12:00:00,2024-02-02 14:35:00,Machine A4,4284
4285,2024-03-03 13:00:00,2024-03-03 15:45:00,Machine A0,4285
4286,2024-04-04 14:00:00,2024-04-04 15:09:00,Machine A1,4286
4287,2024-05-05 15:00:00,2024-05-05 16:47:00,Machine A2,4287
4288,2024-06-06 08:00:00,2024-06-06 10:14:00,Machine A3,4288
4289,2024-07-07 09:00:00,2024-07-07 11:23:00,Machine A4,4289
4290,2024-08-08 10:00:00,2024-08-08 12:50:00,Machine A0,4290
4291,2024-09-09 11:00:00,2024-09-09 12:49:00,Machine A1,4291
4292,2024-10-10 12:00:00,2024-10-10 13:49:00,Machine A2,4292
4293,2024-11-11 13:00:00,2024-11-11 14:20:00,Machine A3,4293
4294,2024-12-12 14:00:00,2024-12-12 16:11:00,Machine A4,4294
4295,2024-01-13 15:00:00,2024-01-13 16:25:00,Machine A0,4295
4296,2024-02-14 08:00:00,2024-02-14 09:19:00,Machine A1,4296
4297,2024-03-15 09:00:00,2024-03-15 11:42:00,Machine A2,4297
4298,2024-04-16 10:00:00,2024-04-16 12:25:00,Machine A3,4298
4299,2024-05-17 11:00:00,2024-05-17 13:34:00,Machine A4,4299
4300,2024-06-18 12:00:00,2024-06-18 13:31:00,Machine A0,4300
4301,2024-07-19 13:00:00,2024-07-19 14:17:00,Machine A1,4301
4302,2024-08-20 14:00:00,2024-08-20 15:57:00,Machine A2,4302
4303,2024-09-21 15:00:00,2024-09-21 16:30:00,Machine A3,4303
4304,2024-10-22 08:00:00,2024-10-22 10:42:00,Machine A4,4304
4305,2024-11-23 09:00:00,2024-11-23 11:22:00,Machine A0,4305
4306,2024-12-24 10:00:00,2024-12-24 11:04:00,Machine A1,4306
4307,2024-01-25 11:00:00,2024-01-25 12:13:00,Machine A2,4307
4308,2024-02-26 12:00:00,2024-02-26 14:12:00,Machine A3,4308
4309,2024-03-27 13:00:00,2024-03-27 15:49:00,Machine A4,4309
4310,2024-04-28 14:00:00,2024-04-28 15:12:00,Machine A0,4310
4311,2024-05-01 15:00:00,2024-05-01 16:14:00,Machine A1,4311
4312,2024-06-02 08:00:00,2024-06-02 10:03:00,Machine A2,4312
4313,2024-07-03 09:00:00,2024-07-03 11:09:00,Machine A3,4313
4314,2024-08-04 10:00:00,2024-08-04 12:00:00,Machine A4,4314
4315,2024-09-05 11:00:00,2024-09-05 12:23:00,Machine A0,4315
4316,2024-10-06 12:00:00,2024-10-06 14:58:00,Machine A1,4316
4317,2024-11-07 13:00:00,2024-11-07 14:26:00,Machine A2,4317
4318,2024-12-08 14:00:00,2024-12-08 16:41:00,Machine A3,4318
4319,2024-01-09 15:00:00,2024-01-09 16:38:00,Machine A4,4319
4320,2024-02-10 08:00:00,2024-02-10 10:41:00,Machine A0,4320
4321,2024-03-11 09:00:00,2024-03-11 11:12:00,Machine A1,4321
4322,2024-04-12 10:00:00,2024-04-12 12:02:00,Machine A2,4322
4323,2024-05-13 11:00:00,2024-05-13 13:15:00,Machine A3,4323
4324,2024-06-14 12:00:00,2024-06-14 14:58:00,Machine A4,4324
4325,2024-07-15 13:00:00,2024-07-15 15:39:00,Machine A0,4325
4326,2024-08-16 14:00:00,2024-08-16 16:00:00,Machine A1,4326
4327,2024-09-17 15:00:00,2024-09-17 16:20:00,Machine A2,4327
4328,2024-10-18 08:00:00,2024-10-18 10:04:00,Machine A3,4328
4329,2024-11-19 09:00:00,2024-11-19 11:36:00,Machine A4,4329
4330,2024-12-20 10:00:00,2024-12-20 11:35:00,Machine A0,4330
4331,2024-01-21 11:00:00,2024-01-21 13:25:00,Machine A1,4331
4332,2024-02-22 12:00:00,2024-02-22 14:15:00,Machine A2,4332
4333,2024-03-23 13:00:00,2024-03-23 15:40:00,Machine A3,4333
4334,2024-04-24 14:00:00,2024-04-24 16:51:00,Machine A4,4334
4335,2024-05-25 15:00:00,2024-05-25 17:47:00,Machine A0,4335
4336,2024-06-26 08:00:00,2024-06-26 10:31:00,Machine A1,4336
4337,2024-07-27 09:00:00,2024-07-27 10:30:00,Machine A2,4337
4338,2024-08-28 10:00:00,2024-08-28 11:58:00,Machine A3,4338
4339,2024-09-01 11:00:00,2024-09-01 13:11:00,Machine A4,4339
4340,2024-10-02 12:00:00,2024-10-02 13:50:00,Machine A0,4340
4341,2024-11-03 13:00:00,2024-11-03 15:41:00,Machine A1,4341
4342,2024-12-04 14:00:00,2024-12-04 15:18:00,Machine A2,4342
4343,2024-01-05 15:00:00,2024-01-05 17:12:00,Machine A3,4343
4344,2024-02-06 08:00:00,2024-02-06 10:27:00,Machine A4,4344
4345,2024-03-07 09:00:00,2024-03-07 10:33:00,Machine A0,4345
4346,2024-04-08 10:00:00,2024-04-08 11:33:00,Machine A1,4346
4347,2024-05-09 11:00:00,2024-05-09 13:43:00,Machine A2,4347
4348,2024-06-10 12:00:00,2024-06-10 13:34:00,Machine A3,4348
4349,2024-07-11 13:00:00,2024-07-11 14:38:00,Machine A4,4349
4350,2024-08-12 14:00:00,2024-08-12 16:42:00,Machine A0,4350
4351,2024-09-13 15:00:00,2024-09-13 17:01:00,Machine A1,4351
4352,2024-10-14 08:00:00,2024-10-14 10:07:00,Machine A2,4352
4353,2024-11-15 09:00:00,2024-11-15 11:07:00,Machine A3,4353
4354,2024-12-16 10:00:00,2024-12-16 11:31:00,Machine A4,4354
4355,2024-01-17 11:00:00,2024-01-17 12:08:00,Machine A0,4355
4356,2024-02-18 12:00:00,2024-02-18 13:20:00,Machine A1,4356
4357,2024-03-19 13:00:00,2024-03-19 15:50:00,Machine A2,4357
4358,2024-04-20 14:00:00,2024-04-20 16:44:00,Machine A3,4358
4359,2024-05-21 15:00:00,2024-05-21 17:31:00,Machine A4,4359
4360,2024-06-22 08:00:00,2024-06-22 10:35:00,Machine A0,4360
4361,2024-07-23 09:00:00,2024-07-23 10:15:00,Machine A1,4361
4362,2024-08-24 10:00:00,2024-08-24 11:24:00,Machine A2,4362
4363,2024-09-25 11:00:00,2024-09-25 13:25:00,Machine A3,4363
4364,2024-10-26 12:00:00,2024-10-26 14:40:00,Machine A4,4364
4365,2024-11-27 13:00:00,2024-11-27 15:43:00,Machine A0,4365
4366,2024-12-28 14:00:00,2024-12-28 16:15:00,Machine A1,4366
4367,2024-01-01 15:00:00,2024-01-01 17:53:00,Machine A2,4367
4368,2024-02-02 08:00:00,2024-02-02 09:34:00,Machine A3,4368
4369,2024-03-03 09:00:00,2024-03-03 10:24:00,Machine A4,4369
4370,2024-04-04 10:00:00,2024-04-04 12:32:00,Machine A0,4370
4371,2024-05-05 11:00:00,2024-05-05 13:42:00,Machine A1,4371
4372,2024-06-06 12:00:00,2024-06-06 14:17:00,Machine A2,4372
4373,2024-07-07 13:00:00,2024-07-07 14:34:00,Machine A3,4373
4374,2024-08-08 14:00:00,2024-08-08 15:33:00,Machine A4,4374
4375,2024-09-09 15:00:00,2024-09-09 16:06:00,Machine A0,4375
4376,2024-10-10 08:00:00,2024-10-10 11:00:00,Machine A1,4376
4377,2024-11-11 09:00:00,2024-11-11 11:17:00,Machine A2,4377
4378,2024-12-12 10:00:00,2024-12-12 11:37:00,Machine A3,4378
4379,2024-01-13 11:00:00,2024-01-13 12:37:00,Machine A4,4379
4380,2024-02-14 12:00:00,2024-02-14 13:50:00,Machine A0,4380
4381,2024-03-15 13:00:00,2024-03-15 14:25:00,Machine A1,4381
4382,2024-04-16 14:00:00,2024-04-16 15:31:00,Machine A2,4382
4383,2024-05-17 15:00:00,2024-05-17 16:57:00,Machine A3,4383
4384,2024-06-18 08:00:00,2024-06-18 10:43:00,Machine A4,4384
4385,2024-07-19 09:00:00,2024-07-19 11:04:00,Machine A0,4385
4386,2024-08-20 10:00:00,2024-08-20 12:57:00,Machine A1,4386
4387,2024-09-21 11:00:00,2024-09-21 13:58:00,Machine A2,4387
4388,2024-10-22 12:00:00,2024-10-22 14:27:00,Machine A3,4388
4389,2024-11-23 13:00:00,2024-11-23 14:04:00,Machine A4,4389
4390,2024-12-24 14:00:00,2024-12-24 15:01:00,Machine A0,4390
4391,2024-01-25 15:00:00,2024-01-25 17:35:00,Machine A1,4391
4392,2024-02-26 08:00:00,2024-02-26 10:50:00,Machine A2,4392
4393,2024-03-27 09:00:00,2024-03-27 10:38:00,Machine A3,4393
4394,2024-04-28 10:00:00,2024-04-28 11:22:00,Machine A4,4394
4395,2024-05-01 11:00:00,2024-05-01 13:59:00,Machine A0,4395
4396,2024-06-02 12:00:00,2024-06-02 14:42:00,Machine A1,4396
4397,2024-07-03 13:00:00,2024-07-03 15:07:00,Machine A2,4397
4398,2024-08-04 14:00:00,2024-08-04 15:20:00,Machine A3,4398
4399,2024-09-05 15:00:00,2024-09-05 17:45:00,Machine A4,4399
4400,2024-10-06 08:00:00,2024-10-06 10:42:00,Machine A0,4400
4401,2024-11-07 09:00:00,2024-11-07 11:02:00,Machine A1,4401
4402,2024-12-08 10:00:00,2024-12-08 11:26:00,Machine A2,4402
4403,2024-01-09 11:00:00,2024-01-09 12:43:00,Machine A3,4403
4404,2024-02-10 12:00:00,2024-02-10 13:21:00,Machine A4,4404
4405,2024-03-11 13:00:00,2024-03-11 14:28:00,Machine A0,4405
4406,2024-04-12 14:00:00,2024-04-12 16:11:00,Machine A1,4406
4407,2024-05-13 15:00:00,2024-05-13 17:57:00,Machine A2,4407
4408,2024-06-14 08:00:00,2024-06-14 09:27:00,Machine A3,4408
4409,2024-07-15 09:00:00,2024-07-15 10:26:00,Machine A4,4409
4410,2024-08-16 10:00:00,2024-08-16 12:30:00,Machine A0,4410
4411,2024-09-17 11:00:00,2024-09-17 13:05:00,Machine A1,4411
4412,2024-10-18 12:00:00,2024-10-18 14:59:00,Machine A2,4412
4413,2024-11-19 13:00:00,2024-11-19 14:40:00,Machine A3,4413
4414,2024-12-20 14:00:00,2024-12-20 15:57:00,Machine A4,4414
4415,2024-01-21 15:00:00,2024-01-21 16:31:00,Machine A0,4415
4416,2024-02-22 08:00:00,2024-02-22 09:41:00,Machine A1,4416
4417,2024-03-23 09:00:00,2024-03-23 10:08:00,Machine A2,4417
4418,2024-04-24 10:00:00,2024-04-24 11:39:00,Machine A3,4418
4419,2024-05-25 11:00:00,2024-05-25 12:59:00,Machine A4,4419
4420,2024-06-26 12:00:00,2024-06-26 13:59:00,Machine A0,4420
4421,2024-07-27 13:00:00,2024-07-27 14:28:00,Machine A1,4421
4422,2024-08-28 14:00:00,2024-08-28 15:39:00,Machine A2,4422
4423,2024-09-01 15:00:00,2024-09-01 17:27:00,Machine A3,4423
4424,2024-10-02 08:00:00,2024-10-02 09:22:00,Machine A4,4424
4425,2024-11-03 09:00:00,2024-11-03 11:25:00,Machine A0,4425
4426,2024-12-04 10:00:00,2024-12-04 12:02:00,Machine A1,4426
4427,2024-01-05 11:00:00,2024-01-05 12:46:00,Machine A2,4427
4428,2024-02-06 12:00:00,2024-02-06 13:18:00,Machine A3,4428
4429,2024-03-07 13:00:00,2024-03-07 14:10:00,Machine A4,4429
4430,2024-04-08 14:00:00,2024-04-08 15:21:00,Machine A0,4430
4431,2024-05-09 15:00:00,2024-05-09 17:07:00,Machine A1,4431
4432,2024-06-10 08:00:00,2024-06-10 10:30:00,Machine A2,4432
4433,2024-07-11 09:00:00,2024-07-11 11:37:00,Machine A3,4433
4434,2024-08-12 10:00:00,2024-08-12 11:06:00,Machine A4,4434
4435,2024-09-13 11:00:00,2024-09-13 12:03:00,Machine A0,4435
4436,2024-10-14 12:00:00,2024-10-14 13:19:00,Machine A1,4436
4437,2024-11-15 13:00:00,2024-11-15 14:57:00,Machine A2,4437
4438,2024-12-16 14:00:00,2024-12-16 16:18:00,Machine A3,4438
4439,2024-01-17 15:00:00,2024-01-17 16:34:00,Machine A4,4439
4440,2024-02-18 08:00:00,2024-02-18 10:00:00,Machine A0,4440
4441,2024-03-19 09:00:00,2024-03-19 10:45:00,Machine A1,4441
4442,2024-04-20 10:00:00,2024-04-20 12:13:00,Machine A2,4442
4443,2024-05-21 11:00:00,2024-05-21 12:03:00,Machine A3,4443
4444,2024-06-22 12:00:00,2024-06-22 14:13:00,Machine A4,4444
4445,2024-07-23 13:00:00,2024-07-23 14:40:00,Machine A0,4445
4446,2024-08-24 14:00:00,2024-08-24 16:20:00,Machine A1,4446
4447,2024-09-25 15:00:00,2024-09-25 17:01:00,Machine A2,4447
4448,2024-10-26 08:00:00,2024-10-26 09:09:00,Machine A3,4448
4449,2024-11-27 09:00:00,2024-11-27 10:48:00,Machine A4,4449
4450,2024-12-28 10:00:00,2024-12-28 11:50:00,Machine A0,4450
4451,2024-01-01 11:00:00,2024-01-01 13:28:00,Machine A1,4451
4452,2024-02-02 12:00:00,2024-02-02 14:38:00,Machine A2,4452
4453,2024-03-03 13:00:00,2024-03-03 15:57:00,Machine A3,4453
4454,2024-04-04 14:00:00,2024-04-04 15:14:00,Machine A4,4454
4455,2024-05-05 15:00:00,2024-05-05 17:53:00,Machine A0,4455
4456,2024-06-06 08:00:00,2024-06-06 10:24:00,Machine A1,4456
4457,2024-07-07 09:00:00,2024-07-07 11:38:00,Machine A2,4457
4458,2024-08-08 10:00:00,2024-08-08 11:40:00,Machine A3,4458
4459,2024-09-09 11:00:00,2024-09-09 13:06:00,Machine A4,4459
4460,2024-10-10 12:00:00,2024-10-10 13:35:00,Machine A0,4460
4461,2024-11-11 13:00:00,2024-11-11 14:50:00,Machine A1,4461
4462,2024-12-12 14:00:00,2024-12-12 15:28:00,Machine A2,4462
4463,2024-01-13 15:00:00,2024-01-13 16:55:00,Machine A3,4463
4464,2024-02-14 08:00:00,2024-02-14 09:49:00,Machine A4,4464
4465,2024-03-15 09:00:00,2024-03-15 10:59:00,Machine A0,4465
4466,2024-04-16 10:00:00,2024-04-16 11:52:00,Machine A1,4466
4467,2024-05-17 11:00:00,2024-05-17 12:31:00,Machine A2,4467
4468,2024-06-18 12:00:00,2024-06-18 13:10:00,Machine A3,4468
4469,2024-07-19 13:00:00,2024-07-19 14:56:00,Machine A4,4469
4470,2024-08-20 14:00:00,2024-08-20 16:06:00,Machine A0,4470
4471,2024-09-21 15:00:00,2024-09-21 17:32:00,Machine A1,4471
4472,2024-10-22 08:00:00,2024-10-22 09:55:00,Machine A2,4472
4473,2024-11-23 09:00:00,2024-11-23 11:50:00,Machine A3,4473
4474,2024-12-24 10:00:00,2024-12-24 12:20:00,Machine A4,4474
4475,2024-01-25 11:00:00,2024-01-25 13:40:00,Machine A0,4475
4476,2024-02-26 12:00:00,2024-02-26 14:16:00,Machine A1,4476
4477,2024-03-27 13:00:00,2024-03-27 14:35:00,Machine A2,4477
4478,2024-04-28 14:00:00,2024-04-28 15:16:00,Machine A3,4478
4479,2024-05-01 15:00:00,2024-05-01 17:38:00,Machine A4,4479
4480,2024-06-02 08:00:00,2024-06-02 09:18:00,Machine A0,4480
4481,2024-07-03 09:00:00,2024-07-03 10:19:00,Machine A1,4481
4482,2024-08-04 10:00:00,2024-08-04 12:32:00,Machine A2,4482
4483,2024-09-05 11:00:00,2024-09-05 12:42:00,Machine A3,4483
4484,2024-10-06 12:00:00,2024-10-06 13:30:00,Machine A4,4484
4485,2024-11-07 13:00:00,2024-11-07 15:04:00,Machine A0,4485
