PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksPerDoos,BatchID
4280,2024-12-28 12:30:00,2024-12-28 14:52:00,Machine C0,17,4280
4281,2024-01-01 13:30:00,2024-01-01 14:34:00,Machine C1,11,4281
4282,2024-02-02 14:30:00,2024-02-02 16:21:00,Machine C2,8,4282
4283,2024-03-03 15:30:00,2024-03-03 17:19:00,Machine C3,8,4283
4284,2024-04-04 10:30:00,2024-04-04 12:51:00,Machine C4,7,4284
4285,2024-05-05 11:30:00,2024-05-05 12:48:00,Machine C0,10,4285
4286,2024-06-06 12:30:00,2024-06-06 14:56:00,Machine C1,15,4286
4287,2024-07-07 13:30:00,2024-07-07 16:27:00,Machine C2,12,4287
4288,2024-08-08 14:30:00,2024-08-08 16:52:00,Machine C3,16,4288
4289,2024-09-09 15:30:00,2024-09-09 17:51:00,Machine C4,8,4289
4290,2024-10-10 10:30:00,2024-10-10 11:55:00,Machine C0,16,4290
4291,2024-11-11 11:30:00,2024-11-11 14:10:00,Machine C1,15,4291
4292,2024-12-12 12:30:00,2024-12-12 15:04:00,Machine C2,11,4292
4293,2024-01-13 13:30:00,2024-01-13 16:05:00,Machine C3,12,4293
4294,2024-02-14 14:30:00,2024-02-14 16:55:00,Machine C4,12,4294
4295,2024-03-15 15:30:00,2024-03-15 18:22:00,Machine C0,19,4295
4296,2024-04-16 10:30:00,2024-04-16 12:23:00,Machine C1,18,4296
4297,2024-05-17 11:30:00,2024-05-17 13:37:00,Machine C2,7,4297
4298,2024-06-18 12:30:00,2024-06-18 15:26:00,Machine C3,19,4298
4299,2024-07-19 13:30:00,2024-07-19 14:54:00,Machine C4,8,4299
4300,2024-08-20 14:30:00,2024-08-20 16:37:00,Machine C0,11,4300
4301,2024-09-21 15:30:00,2024-09-21 17:58:00,Machine C1,5,4301
4302,2024-10-22 10:30:00,2024-10-22 13:17:00,Machine C2,19,4302
4303,2024-11-23 11:30:00,2024-11-23 13:52:00,Machine C3,18,4303
4304,2024-12-24 12:30:00,2024-12-24 14:47:00,Machine C4,12,4304
4305,2024-01-25 13:30:00,2024-01-25 16:02:00,Machine C0,17,4305
4306,2024-02-26 14:30:00,2024-02-26 15:39:00,Machine C1,20,4306
4307,2024-03-27 15:30:00,2024-03-27 17:41:00,Machine C2,20,4307
4308,2024-04-28 10:30:00,2024-04-28 12:24:00,Machine C3,5,4308
4309,2024-05-01 11:30:00,2024-05-01 14:19:00,Machine C4,19,4309
4310,2024-06-02 12:30:00,2024-06-02 13:57:00,Machine C0,7,4310
4311,2024-07-03 13:30:00,2024-07-03 16:07:00,Machine C1,8,4311
4312,2024-08-04 14:30:00,2024-08-04 16:48:00,Machine C2,10,4312
4313,2024-09-05 15:30:00,2024-09-05 17:02:00,Machine C3,18,4313
4314,2024-10-06 10:30:00,2024-10-06 12:26:00,Machine C4,5,4314
4315,2024-11-07 11:30:00,2024-11-07 12:41:00,Machine C0,7,4315
4316,2024-12-08 12:30:00,2024-12-08 14:32:00,Machine C1,19,4316
4317,2024-01-09 13:30:00,2024-01-09 16:13:00,Machine C2,8,4317
4318,2024-02-10 14:30:00,2024-02-10 16:18:00,Machine C3,10,4318
4319,2024-03-11 15:30:00,2024-03-11 17:13:00,Machine C4,15,4319
4320,2024-04-12 10:30:00,2024-04-12 11:39:00,Machine C0,12,4320
4321,2024-05-13 11:30:00,2024-05-13 13:31:00,Machine C1,8,4321
4322,2024-06-14 12:30:00,2024-06-14 13:50:00,Machine C2,6,4322
4323,2024-07-15 13:30:00,2024-07-15 16:27:00,Machine C3,9,4323
4324,2024-08-16 14:30:00,2024-08-16 16:43:00,Machine C4,5,4324
4325,2024-09-17 15:30:00,2024-09-17 18:15:00,Machine C0,10,4325
4326,2024-10-18 10:30:00,2024-10-18 12:22:00,Machine C1,12,4326
4327,2024-11-19 11:30:00,2024-11-19 13:15:00,Machine C2,18,4327
4328,2024-12-20 12:30:00,2024-12-20 14:09:00,Machine C3,19,4328
4329,2024-01-21 13:30:00,2024-01-21 16:00:00,Machine C4,6,4329
4330,2024-02-22 14:30:00,2024-02-22 16:22:00,Machine C0,6,4330
4331,2024-03-23 15:30:00,2024-03-23 17:04:00,Machine C1,8,4331
4332,2024-04-24 10:30:00,2024-04-24 12:40:00,Machine C2,6,4332
4333,2024-05-25 11:30:00,2024-05-25 14:10:00,Machine C3,11,4333
4334,2024-06-26 12:30:00,2024-06-26 15:15:00,Machine C4,16,4334
4335,2024-07-27 13:30:00,2024-07-27 16:01:00,Machine C0,12,4335
4336,2024-08-28 14:30:00,2024-08-28 15:49:00,Machine C1,20,4336
4337,2024-09-01 15:30:00,2024-09-01 17:16:00,Machine C2,7,4337
4338,2024-10-02 10:30:00,2024-10-02 11:36:00,Machine C3,9,4338
4339,2024-11-03 11:30:00,2024-11-03 13:58:00,Machine C4,6,4339
4340,2024-12-04 12:30:00,2024-12-04 13:33:00,Machine C0,13,4340
4341,2024-01-05 13:30:00,2024-01-05 15:22:00,Machine C1,16,4341
4342,2024-02-06 14:30:00,2024-02-06 17:20:00,Machine C2,14,4342
4343,2024-03-07 15:30:00,2024-03-07 18:12:00,Machine C3,11,4343
4344,2024-04-08 10:30:00,2024-04-08 11:41:00,Machine C4,19,4344
4345,2024-05-09 11:30:00,2024-05-09 12:52:00,Machine C0,7,4345
4346,2024-06-10 12:30:00,2024-06-10 14:00:00,Machine C1,11,4346
4347,2024-07-11 13:30:00,2024-07-11 15:02:00,Machine C2,16,4347
4348,2024-08-12 14:30:00,2024-08-12 16:18:00,Machine C3,16,4348
4349,2024-09-13 15:30:00,2024-09-13 18:16:00,Machine C4,18,4349
4350,2024-10-14 10:30:00,2024-10-14 13:13:00,Machine C0,19,4350
4351,2024-11-15 11:30:00,2024-11-15 12:30:00,Machine C1,5,4351
4352,2024-12-16 12:30:00,2024-12-16 14:38:00,Machine C2,20,4352
4353,2024-01-17 13:30:00,2024-01-17 15:31:00,Machine C3,15,4353
4354,2024-02-18 14:30:00,2024-02-18 15:34:00,Machine C4,13,4354
4355,2024-03-19 15:30:00,2024-03-19 17:38:00,Machine C0,11,4355
4356,2024-04-20 10:30:00,2024-04-20 12:24:00,Machine C1,5,4356
4357,2024-05-21 11:30:00,2024-05-21 12:53:00,Machine C2,14,4357
4358,2024-06-22 12:30:00,2024-06-22 13:44:00,Machine C3,6,4358
4359,2024-07-23 13:30:00,2024-07-23 15:09:00,Machine C4,18,4359
4360,2024-08-24 14:30:00,2024-08-24 15:46:00,Machine C0,11,4360
4361,2024-09-25 15:30:00,2024-09-25 16:36:00,Machine C1,13,4361
4362,2024-10-26 10:30:00,2024-10-26 12:08:00,Machine C2,10,4362
4363,2024-11-27 11:30:00,2024-11-27 14:02:00,Machine C3,18,4363
4364,2024-12-28 12:30:00,2024-12-28 13:52:00,Machine C4,11,4364
4365,2024-01-01 13:30:00,2024-01-01 15:43:00,Machine C0,16,4365
4366,2024-02-02 14:30:00,2024-02-02 16:55:00,Machine C1,18,4366
4367,2024-03-03 15:30:00,2024-03-03 17:53:00,Machine C2,9,4367
4368,2024-04-04 10:30:00,2024-04-04 12:53:00,Machine C3,19,4368
4369,2024-05-05 11:30:00,2024-05-05 13:06:00,Machine C4,20,4369
4370,2024-06-06 12:30:00,2024-06-06 13:40:00,Machine C0,5,4370
4371,2024-07-07 13:30:00,2024-07-07 16:05:00,Machine C1,8,4371
4372,2024-08-08 14:30:00,2024-08-08 16:59:00,Machine C2,20,4372
4373,2024-09-09 15:30:00,2024-09-09 16:50:00,Machine C3,20,4373
4374,2024-10-10 10:30:00,2024-10-10 13:24:00,Machine C4,14,4374
4375,2024-11-11 11:30:00,2024-11-11 13:28:00,Machine C0,12,4375
4376,2024-12-12 12:30:00,2024-12-12 13:52:00,Machine C1,14,4376
4377,2024-01-13 13:30:00,2024-01-13 16:19:00,Machine C2,8,4377
4378,2024-02-14 14:30:00,2024-02-14 16:19:00,Machine C3,19,4378
4379,2024-03-15 15:30:00,2024-03-15 17:42:00,Machine C4,14,4379
4380,2024-04-16 10:30:00,2024-04-16 12:16:00,Machine C0,8,4380
4381,2024-05-17 11:30:00,2024-05-17 13:50:00,Machine C1,10,4381
4382,2024-06-18 12:30:00,2024-06-18 15:25:00,Machine C2,12,4382
4383,2024-07-19 13:30:00,2024-07-19 15:17:00,Machine C3,5,4383
4384,2024-08-20 14:30:00,2024-08-20 16:05:00,Machine C4,15,4384
4385,2024-09-21 15:30:00,2024-09-21 18:01:00,Machine C0,13,4385
4386,2024-10-22 10:30:00,2024-10-22 12:48:00,Machine C1,16,4386
4387,2024-11-23 11:30:00,2024-11-23 14:01:00,Machine C2,15,4387
4388,2024-12-24 12:30:00,2024-12-24 13:57:00,Machine C3,15,4388
4389,2024-01-25 13:30:00,2024-01-25 15:24:00,Machine C4,8,4389
4390,2024-02-26 14:30:00,2024-02-26 17:07:00,Machine C0,9,4390
4391,2024-03-27 15:30:00,2024-03-27 17:35:00,Machine C1,12,4391
4392,2024-04-28 10:30:00,2024-04-28 12:20:00,Machine C2,13,4392
4393,2024-05-01 11:30:00,2024-05-01 13:48:00,Machine C3,6,4393
4394,2024-06-02 12:30:00,2024-06-02 14:23:00,Machine C4,18,4394
4395,2024-07-03 13:30:00,2024-07-03 15:10:00,Machine C0,11,4395
4396,2024-08-04 14:30:00,2024-08-04 17:25:00,Machine C1,13,4396
4397,2024-09-05 15:30:00,2024-09-05 17:37:00,Machine C2,19,4397
4398,2024-10-06 10:30:00,2024-10-06 13:21:00,Machine C3,9,4398
4399,2024-11-07 11:30:00,2024-11-07 14:10:00,Machine C4,9,4399
4400,2024-12-08 12:30:00,2024-12-08 15:16:00,Machine C0,19,4400
4401,2024-01-09 13:30:00,2024-01-09 15:03:00,Machine C1,17,4401
4402,2024-02-10 14:30:00,2024-02-10 16:58:00,Machine C2,11,4402
4403,2024-03-11 15:30:00,2024-03-11 17:11:00,Machine C3,17,4403
4404,2024-04-12 10:30:00,2024-04-12 12:34:00,Machine C4,16,4404
4405,2024-05-13 11:30:00,2024-05-13 13:08:00,Machine C0,7,4405
4406,2024-06-14 12:30:00,2024-06-14 14:56:00,Machine C1,5,4406
4407,2024-07-15 13:30:00,2024-07-15 14:44:00,Machine C2,20,4407
4408,2024-08-16 14:30:00,2024-08-16 16:10:00,Machine C3,15,4408
4409,2024-09-17 15:30:00,2024-09-17 17:48:00,Machine C4,18,4409
4410,2024-10-18 10:30:00,2024-10-18 13:27:00,Machine C0,9,4410
4411,2024-11-19 11:30:00,2024-11-19 12:42:00,Machine C1,15,4411
4412,2024-12-20 12:30:00,2024-12-20 13:33:00,Machine C2,14,4412
4413,2024-01-21 13:30:00,2024-01-21 16:09:00,Machine C3,11,4413
4414,2024-02-22 14:30:00,2024-02-22 15:34:00,Machine C4,18,4414
4415,2024-03-23 15:30:00,2024-03-23 16:51:00,Machine C0,10,4415
4416,2024-04-24 10:30:00,2024-04-24 12:30:00,Machine C1,18,4416
4417,2024-05-25 11:30:00,2024-05-25 12:38:00,Machine C2,16,4417
4418,2024-06-26 12:30:00,2024-06-26 14:55:00,Machine C3,17,4418
4419,2024-07-27 13:30:00,2024-07-27 14:54:00,Machine C4,20,4419
4420,2024-08-28 14:30:00,2024-08-28 16:06:00,Machine C0,10,4420
4421,2024-09-01 15:30:00,2024-09-01 18:18:00,Machine C1,13,4421
4422,2024-10-02 10:30:00,2024-10-02 13:03:00,Machine C2,10,4422
4423,2024-11-03 11:30:00,2024-11-03 12:32:00,Machine C3,6,4423
4424,2024-12-04 12:30:00,2024-12-04 15:23:00,Machine C4,15,4424
4425,2024-01-05 13:30:00,2024-01-05 15:05:00,Machine C0,15,4425
4426,2024-02-06 14:30:00,2024-02-06 16:47:00,Machine C1,14,4426
4427,2024-03-07 15:30:00,2024-03-07 16:46:00,Machine C2,8,4427
4428,2024-04-08 10:30:00,2024-04-08 13:19:00,Machine C3,8,4428
4429,2024-05-09 11:30:00,2024-05-09 12:53:00,Machine C4,5,4429
4430,2024-06-10 12:30:00,2024-06-10 14:10:00,Machine C0,9,4430
4431,2024-07-11 13:30:00,2024-07-11 14:45:00,Machine C1,7,4431
4432,2024-08-12 14:30:00,2024-08-12 15:52:00,Machine C2,5,4432
4433,2024-09-13 15:30:00,2024-09-13 17:18:00,Machine C3,11,4433
4434,2024-10-14 10:30:00,2024-10-14 11:49:00,Machine C4,13,4434
4435,2024-11-15 11:30:00,2024-11-15 14:23:00,Machine C0,8,4435
4436,2024-12-16 12:30:00,2024-12-16 13:51:00,Machine C1,18,4436
4437,2024-01-17 13:30:00,2024-01-17 16:15:00,Machine C2,11,4437
4438,2024-02-18 14:30:00,2024-02-18 15:32:00,Machine C3,14,4438
4439,2024-03-19 15:30:00,2024-03-19 17:43:00,Machine C4,14,4439
4440,2024-04-20 10:30:00,2024-04-20 12:27:00,Machine C0,15,4440
4441,2024-05-21 11:30:00,2024-05-21 13:58:00,Machine C1,12,4441
4442,2024-06-22 12:30:00,2024-06-22 13:59:00,Machine C2,15,4442
4443,2024-07-23 13:30:00,2024-07-23 15:53:00,Machine C3,20,4443
4444,2024-08-24 14:30:00,2024-08-24 17:18:00,Machine C4,13,4444
4445,2024-09-25 15:30:00,2024-09-25 18:21:00,Machine C0,10,4445
4446,2024-10-26 10:30:00,2024-10-26 12:24:00,Machine C1,15,4446
4447,2024-11-27 11:30:00,2024-11-27 13:22:00,Machine C2,16,4447
4448,2024-12-28 12:30:00,2024-12-28 13:47:00,Machine C3,20,4448
4449,2024-01-01 13:30:00,2024-01-01 15:32:00,Machine C4,7,4449
4450,2024-02-02 14:30:00,2024-02-02 17:28:00,Machine C0,13,4450
4451,2024-03-03 15:30:00,2024-03-03 16:48:00,Machine C1,10,4451
4452,2024-04-04 10:30:00,2024-04-04 12:16:00,Machine C2,5,4452
4453,2024-05-05 11:30:00,2024-05-05 13:11:00,Machine C3,6,4453
4454,2024-06-06 12:30:00,2024-06-06 14:53:00,Machine C4,19,4454
4455,2024-07-07 13:30:00,2024-07-07 15:17:00,Machine C0,8,4455
4456,2024-08-08 14:30:00,2024-08-08 16:30:00,Machine C1,7,4456
4457,2024-09-09 15:30:00,2024-09-09 17:45:00,Machine C2,11,4457
4458,2024-10-10 10:30:00,2024-10-10 13:23:00,Machine C3,14,4458
4459,2024-11-11 11:30:00,2024-11-11 12:36:00,Machine C4,6,4459
4460,2024-12-12 12:30:00,2024-12-12 15:13:00,Machine C0,6,4460
4461,2024-01-13 13:30:00,2024-01-13 14:52:00,Machine C1,10,4461
4462,2024-02-14 14:30:00,2024-02-14 16:51:00,Machine C2,20,4462
4463,2024-03-15 15:30:00,2024-03-15 17:07:00,Machine C3,15,4463
4464,2024-04-16 10:30:00,2024-04-16 12:49:00,Machine C4,19,4464
4465,2024-05-17 11:30:00,2024-05-17 14:16:00,Machine C0,7,4465
4466,2024-06-18 12:30:00,2024-06-18 14:57:00,Machine C1,17,4466
4467,2024-07-19 13:30:00,2024-07-19 14:30:00,Machine C2,18,4467
4468,2024-08-20 14:30:00,2024-08-20 16:06:00,Machine C3,20,4468
4469,2024-09-21 15:30:00,2024-09-21 16:53:00,Machine C4,16,4469
4470,2024-10-22 10:30:00,2024-10-22 12:33:00,Machine C0,18,4470
4471,2024-11-23 11:30:00,2024-11-23 12:55:00,Machine C1,17,4471
4472,2024-12-24 12:30:00,2024-12-24 14:21:00,Machine C2,18,4472
4473,2024-01-25 13:30:00,2024-01-25 14:37:00,Machine C3,15,4473
4474,2024-02-26 14:30:00,2024-02-26 17:00:00,Machine C4,13,4474
4475,2024-03-27 15:30:00,2024-03-27 18:04:00,Machine C0,14,4475
4476,2024-04-28 10:30:00,2024-04-28 13:25:00,Machine C1,18,4476
4477,2024-05-01 11:30:00,2024-05-01 14:03:00,Machine C2,12,4477
4478,2024-06-02 12:30:00,2024-06-02 14:24:00,Machine C3,9,4478
4479,2024-07-03 13:30:00,2024-07-03 16:04:00,Machine C4,17,4479
4480,2024-08-04 14:30:00,2024-08-04 16:39:00,Machine C0,14,4480
4481,2024-09-05 15:30:00,2024-09-05 17:15:00,Machine C1,20,4481
4482,2024-10-06 10:30:00,2024-10-06 12:29:00,Machine C2,8,4482
4483,2024-11-07 11:30:00,2024-11-07 13:10:00,Machine C3,20,4483
4484,2024-12-08 12:30:00,2024-12-08 14:16:00,Machine C4,19,4484
4485,2024-01-09 13:30:00,2024-01-09 14:50:00,Machine C0,19,4485
4486,2024-02-10 14:30:00,2024-02-10 15:35:00,Machine C1,19,4486
4487,2024-03-11 15:30:00,2024-03-11 17:16:00,Machine C2,11,4487
4488,2024-04-12 10:30:00,2024-04-12 11:41:00,Machine C3,10,4488
4489,2024-05-13 11:30:00,2024-05-13 13:18:00,Machine C4,6,4489
4490,2024-06-14 12:30:00,2024-06-14 14:19:00,Machine C0,7,4490
4491,2024-07-15 13:30:00,2024-07-15 14:53:00,Machine C1,6,4491
4492,2024-08-16 14:30:00,2024-08-16 17:09:00,Machine C2,6,4492
4493,2024-09-17 15:30:00,2024-09-17 17:24:00,Machine C3,13,4493
4494,2024-10-18 10:30:00,2024-10-18 13:19:00,Machine C4,17,4494
4495,2024-11-19 11:30:00,2024-11-19 13:57:00,Machine C0,20,4495
4496,2024-12-20 12:30:00,2024-12-20 15:25:00,Machine C1,20,4496
4497,2024-01-21 13:30:00,2024-01-21 14:46:00,Machine C2,14,4497
4498,2024-02-22 14:30:00,2024-02-22 17:05:00,Machine C3,15,4498
4499,2024-03-23 15:30:00,2024-03-23 16:33:00,Machine C4,15,4499
4500,2024-04-24 10:30:00,2024-04-24 13:16:00,Machine C0,13,4500
4501,2024-05-25 11:30:00,2024-05-25 12:49:00,Machine C1,10,4501
4502,2024-06-26 12:30:00,2024-06-26 14:45:00,Machine C2,9,4502
4503,2024-07-27 13:30:00,2024-07-27 16:06:00,Machine C3,14,4503
4504,2024-08-28 14:30:00,2024-08-28 16:12:00,Machine C4,19,4504
4505,2024-09-01 15:30:00,2024-09-01 17:03:00,Machine C0,10,4505
4506,2024-10-02 10:30:00,2024-10-02 12:32:00,Machine C1,19,4506
4507,2024-11-03 11:30:00,2024-11-03 12:43:00,Machine C2,8,4507
4508,2024-12-04 12:30:00,2024-12-04 13:34:00,Machine C3,12,4508
4509,2024-01-05 13:30:00,2024-01-05 14:41:00,Machine C4,13,4509
4510,2024-02-06 14:30:00,2024-02-06 15:36:00,Machine C0,17,4510
4511,2024-03-07 15:30:00,2024-03-07 17:38:00,Machine C1,18,4511
4512,2024-04-08 10:30:00,2024-04-08 12:53:00,Machine C2,16,4512
4513,2024-05-09 11:30:00,2024-05-09 13:53:00,Machine C3,13,4513
4514,2024-06-10 12:30:00,2024-06-10 13:50:00,Machine C4,9,4514
4515,2024-07-11 13:30:00,2024-07-11 16:13:00,Machine C0,20,4515
4516,2024-08-12 14:30:00,2024-08-12 16:52:00,Machine C1,10,4516
4517,2024-09-13 15:30:00,2024-09-13 17:13:00,Machine C2,17,4517
4518,2024-10-14 10:30:00,2024-10-14 13:29:00,Machine C3,20,4518
4519,2024-11-15 11:30:00,2024-11-15 12:35:00,Machine C4,5,4519
4520,2024-12-16 12:30:00,2024-12-16 13:33:00,Machine C0,6,4520
4521,2024-01-17 13:30:00,2024-01-17 16:10:00,Machine C1,16,4521
4522,2024-02-18 14:30:00,2024-02-18 16:58:00,Machine C2,17,4522
4523,2024-03-19 15:30:00,2024-03-19 18:14:00,Machine C3,10,4523
4524,2024-04-20 10:30:00,2024-04-20 11:30:00,Machine C4,19,4524
4525,2024-05-21 11:30:00,2024-05-21 12:49:00,Machine C0,8,4525
4526,2024-06-22 12:30:00,2024-06-22 13:50:00,Machine C1,16,4526
4527,2024-07-23 13:30:00,2024-07-23 15:57:00,Machine C2,16,4527
4528,2024-08-24 14:30:00,2024-08-24 16:41:00,Machine C3,20,4528
4529,2024-09-25 15:30:00,2024-09-25 17:55:00,Machine C4,15,4529
4530,2024-10-26 10:30:00,2024-10-26 12:13:00,Machine C0,20,4530
4531,2024-11-27 11:30:00,2024-11-27 12:49:00,Machine C1,15,4531
4532,2024-12-28 12:30:00,2024-12-28 15:13:00,Machine C2,16,4532
4533,2024-01-01 13:30:00,2024-01-01 15:57:00,Machine C3,16,4533
4534,2024-02-02 14:30:00,2024-02-02 17:23:00,Machine C4,12,4534
4535,2024-03-03 15:30:00,2024-03-03 17:46:00,Machine C0,13,4535
4536,2024-04-04 10:30:00,2024-04-04 11:52:00,Machine C1,17,4536
4537,2024-05-05 11:30:00,2024-05-05 13:11:00,Machine C2,10,4537
4538,2024-06-06 12:30:00,2024-06-06 14:24:00,Machine C3,15,4538
4539,2024-07-07 13:30:00,2024-07-07 15:20:00,Machine C4,10,4539
4540,2024-08-08 14:30:00,2024-08-08 15:56:00,Machine C0,6,4540
4541,2024-09-09 15:30:00,2024-09-09 16:41:00,Machine C1,13,4541
4542,2024-10-10 10:30:00,2024-10-10 12:40:00,Machine C2,14,4542
4543,2024-11-11 11:30:00,2024-11-11 14:23:00,Machine C3,15,4543
4544,2024-12-12 12:30:00,2024-12-12 15:06:00,Machine C4,13,4544
4545,2024-01-13 13:30:00,2024-01-13 15:02:00,Machine C0,16,4545
4546,2024-02-14 14:30:00,2024-02-14 16:04:00,Machine C1,8,4546
4547,2024-03-15 15:30:00,2024-03-15 17:25:00,Machine C2,8,4547
4548,2024-04-16 10:30:00,2024-04-16 13:28:00,Machine C3,18,4548
4549,2024-05-17 11:30:00,2024-05-17 14:23:00,Machine C4,20,4549
4550,2024-06-18 12:30:00,2024-06-18 14:38:00,Machine C0,20,4550
4551,2024-07-19 13:30:00,2024-07-19 15:22:00,Machine C1,19,4551
4552,2024-08-20 14:30:00,2024-08-20 16:17:00,Machine C2,7,4552
4553,2024-09-21 15:30:00,2024-09-21 18:27:00,Machine C3,20,4553
4554,2024-10-22 10:30:00,2024-10-22 12:57:00,Machine C4,15,4554
4555,2024-11-23 11:30:00,2024-11-23 12:49:00,Machine C0,19,4555
4556,2024-12-24 12:30:00,2024-12-24 14:41:00,Machine C1,12,4556
4557,2024-01-25 13:30:00,2024-01-25 15:39:00,Machine C2,8,4557
4558,2024-02-26 14:30:00,2024-02-26 16:27:00,Machine C3,17,4558
4559,2024-03-27 15:30:00,2024-03-27 16:57:00,Machine C4,19,4559
4560,2024-04-28 10:30:00,2024-04-28 12:46:00,Machine C0,17,4560
4561,2024-05-01 11:30:00,2024-05-01 13:04:00,Machine C1,10,4561
4562,2024-06-02 12:30:00,2024-06-02 15:17:00,Machine C2,11,4562
4563,2024-07-03 13:30:00,2024-07-03 15:38:00,Machine C3,16,4563
4564,2024-08-04 14:30:00,2024-08-04 17:04:00,Machine C4,14,4564
4565,2024-09-05 15:30:00,2024-09-05 17:47:00,Machine C0,7,4565
4566,2024-10-06 10:30:00,2024-10-06 12:23:00,Machine C1,17,4566
4567,2024-11-07 11:30:00,2024-11-07 14:00:00,Machine C2,19,4567
4568,2024-12-08 12:30:00,2024-12-08 14:14:00,Machine C3,18,4568
4569,2024-01-09 13:30:00,2024-01-09 15:34:00,Machine C4,5,4569
4570,2024-02-10 14:30:00,2024-02-10 17:28:00,Machine C0,20,4570
4571,2024-03-11 15:30:00,2024-03-11 16:44:00,Machine C1,13,4571
4572,2024-04-12 10:30:00,2024-04-12 13:13:00,Machine C2,9,4572
4573,2024-05-13 11:30:00,2024-05-13 14:22:00,Machine C3,17,4573
4574,2024-06-14 12:30:00,2024-06-14 15:10:00,Machine C4,16,4574
4575,2024-07-15 13:30:00,2024-07-15 15:56:00,Machine C0,13,4575
4576,2024-08-16 14:30:00,2024-08-16 16:22:00,Machine C1,14,4576
4577,2024-09-17 15:30:00,2024-09-17 17:51:00,Machine C2,20,4577
4578,2024-10-18 10:30:00,2024-10-18 12:20:00,Machine C3,5,4578
4579,2024-11-19 11:30:00,2024-11-19 13:32:00,Machine C4,12,4579
4580,2024-12-20 12:30:00,2024-12-20 14:52:00,Machine C0,17,4580
4581,2024-01-21 13:30:00,2024-01-21 16:20:00,Machine C1,7,4581
4582,2024-02-22 14:30:00,2024-02-22 16:31:00,Machine C2,5,4582
4583,2024-03-23 15:30:00,2024-03-23 16:48:00,Machine C3,15,4583
4584,2024-04-24 10:30:00,2024-04-24 13:30:00,Machine C4,5,4584
4585,2024-05-25 11:30:00,2024-05-25 12:38:00,Machine C0,6,4585
4586,2024-06-26 12:30:00,2024-06-26 13:57:00,Machine C1,15,4586
4587,2024-07-27 13:30:00,2024-07-27 14:49:00,Machine C2,18,4587
4588,2024-08-28 14:30:00,2024-08-28 15:40:00,Machine C3,16,4588
4589,2024-09-01 15:30:00,2024-09-01 17:27:00,Machine C4,7,4589
4590,2024-10-02 10:30:00,2024-10-02 13:14:00,Machine C0,13,4590
4591,2024-11-03 11:30:00,2024-11-03 13:18:00,Machine C1,19,4591
4592,2024-12-04 12:30:00,2024-12-04 14:56:00,Machine C2,6,4592
4593,2024-01-05 13:30:00,2024-01-05 15:23:00,Machine C3,5,4593
4594,2024-02-06 14:30:00,2024-02-06 17:25:00,Machine C4,11,4594
4595,2024-03-07 15:30:00,2024-03-07 16:41:00,Machine C0,11,4595
4596,2024-04-08 10:30:00,2024-04-08 11:57:00,Machine C1,17,4596
4597,2024-05-09 11:30:00,2024-05-09 13:17:00,Machine C2,19,4597
4598,2024-06-10 12:30:00,2024-06-10 14:26:00,Machine C3,8,4598
4599,2024-07-11 13:30:00,2024-07-11 15:13:00,Machine C4,10,4599
4600,2024-08-12 14:30:00,2024-08-12 15:36:00,Machine C0,17,4600
4601,2024-09-13 15:30:00,2024-09-13 17:48:00,Machine C1,16,4601
4602,2024-10-14 10:30:00,2024-10-14 11:44:00,Machine C2,6,4602
4603,2024-11-15 11:30:00,2024-11-15 13:33:00,Machine C3,20,4603
4604,2024-12-16 12:30:00,2024-12-16 13:35:00,Machine C4,16,4604
4605,2024-01-17 13:30:00,2024-01-17 15:50:00,Machine C0,10,4605
4606,2024-02-18 14:30:00,2024-02-18 15:32:00,Machine C1,14,4606
4607,2024-03-19 15:30:00,2024-03-19 17:11:00,Machine C2,10,4607
4608,2024-04-20 10:30:00,2024-04-20 11:30:00,Machine C3,10,4608
4609,2024-05-21 11:30:00,2024-05-21 12:30:00,Machine C4,19,4609
4610,2024-06-22 12:30:00,2024-06-22 15:13:00,Machine C0,12,4610
4611,2024-07-23 13:30:00,2024-07-23 16:01:00,Machine C1,14,4611
4612,2024-08-24 14:30:00,2024-08-24 17:19:00,Machine C2,15,4612
4613,2024-09-25 15:30:00,2024-09-25 16:50:00,Machine C3,20,4613
4614,2024-10-26 10:30:00,2024-10-26 12:44:00,Machine C4,16,4614
4615,2024-11-27 11:30:00,2024-11-27 13:46:00,Machine C0,8,4615
4616,2024-12-28 12:30:00,2024-12-28 15:03:00,Machine C1,18,4616
4617,2024-01-01 13:30:00,2024-01-01 14:33:00,Machine C2,11,4617
4618,2024-02-02 14:30:00,2024-02-02 15:53:00,Machine C3,9,4618
4619,2024-03-03 15:30:00,2024-03-03 17:34:00,Machine C4,15,4619
4620,2024-04-04 10:30:00,2024-04-04 12:42:00,Machine C0,8,4620
4621,2024-05-05 11:30:00,2024-05-05 13:04:00,Machine C1,10,4621
4622,2024-06-06 12:30:00,2024-06-06 13:36:00,Machine C2,8,4622
4623,2024-07-07 13:30:00,2024-07-07 14:58:00,Machine C3,16,4623
4624,2024-08-08 14:30:00,2024-08-08 16:34:00,Machine C4,9,4624
4625,2024-09-09 15:30:00,2024-09-09 18:01:00,Machine C0,14,4625
4626,2024-10-10 10:30:00,2024-10-10 13:09:00,Machine C1,9,4626
4627,2024-11-11 11:30:00,2024-11-11 13:00:00,Machine C2,19,4627
