FillingID,F_DatumTijdStart,F_DatumTijdEind,F_Machine,BatchID
3853,2024-04-20 10:00:00,2024-04-20 11:05:00,Machine B3,3853
3854,2024-05-21 11:00:00,2024-05-21 12:45:00,Machine B4,3854
3855,2024-06-22 12:00:00,2024-06-22 13:47:00,Machine B0,3855
3856,2024-07-23 13:00:00,2024-07-23 15:46:00,Machine B1,3856
3857,2024-08-24 14:00:00,2024-08-24 15:04:00,Machine B2,3857
3858,2024-09-25 09:00:00,2024-09-25 11:18:00,Machine B3,3858
3859,2024-10-26 10:00:00,2024-10-26 12:24:00,Machine B4,3859
3860,2024-11-27 11:00:00,2024-11-27 13:52:00,Machine B0,3860
3861,2024-12-28 12:00:00,2024-12-28 14:25:00,Machine B1,3861
3862,2024-01-01 13:00:00,2024-01-01 14:01:00,Machine B2,3862
3863,2024-02-02 14:00:00,2024-02-02 15:21:00,Machine B3,3863
3864,2024-03-03 09:00:00,2024-03-03 10:04:00,Machine B4,3864
3865,2024-04-04 10:00:00,2024-04-04 11:57:00,Machine B0,3865
3866,2024-05-05 11:00:00,2024-05-05 13:59:00,Machine B1,3866
3867,2024-06-06 12:00:00,2024-06-06 13:10:00,Machine B2,3867
3868,2024-07-07 13:00:00,2024-07-07 15:42:00,Machine B3,3868
3869,2024-08-08 14:00:00,2024-08-08 15:23:00,Machine B4,3869
3870,2024-09-09 09:00:00,2024-09-09 11:51:00,Machine B0,3870
3871,2024-10-10 10:00:00,2024-10-10 11:08:00,Machine B1,3871
3872,2024-11-11 11:00:00,2024-11-11 12:16:00,Machine B2,3872
3873,2024-12-12 12:00:00,2024-12-12 14:45:00,Machine B3,3873
3874,2024-01-13 13:00:00,2024-01-13 15:50:00,Machine B4,3874
3875,2024-02-14 14:00:00,2024-02-14 16:06:00,Machine B0,3875
3876,2024-03-15 09:00:00,2024-03-15 11:32:00,Machine B1,3876
3877,2024-04-16 10:00:00,2024-04-16 12:12:00,Machine B2,3877
3878,2024-05-17 11:00:00,2024-05-17 12:10:00,Machine B3,3878
3879,2024-06-18 12:00:00,2024-06-18 14:14:00,Machine B4,3879
3880,2024-07-19 13:00:00,2024-07-19 14:30:00,Machine B0,3880
3881,2024-08-20 14:00:00,2024-08-20 16:00:00,Machine B1,3881
3882,2024-09-21 09:00:00,2024-09-21 11:02:00,Machine B2,3882
3883,2024-10-22 10:00:00,2024-10-22 12:13:00,Machine B3,3883
3884,2024-11-23 11:00:00,2024-11-23 12:05:00,Machine B4,3884
3885,2024-12-24 12:00:00,2024-12-24 14:48:00,Machine B0,3885
3886,2024-01-25 13:00:00,2024-01-25 14:01:00,Machine B1,3886
3887,2024-02-26 14:00:00,2024-02-26 15:48:00,Machine B2,3887
3888,2024-03-27 09:00:00,2024-03-27 11:23:00,Machine B3,3888
3889,2024-04-28 10:00:00,2024-04-28 12:14:00,Machine B4,3889
3890,2024-05-01 11:00:00,2024-05-01 13:50:00,Machine B0,3890
3891,2024-06-02 12:00:00,2024-06-02 13:47:00,Machine B1,3891
3892,2024-07-03 13:00:00,2024-07-03 14:45:00,Machine B2,3892
3893,2024-08-04 14:00:00,2024-08-04 16:37:00,Machine B3,3893
3894,2024-09-05 09:00:00,2024-09-05 11:38:00,Machine B4,3894
3895,2024-10-06 10:00:00,2024-10-06 12:23:00,Machine B0,3895
3896,2024-11-07 11:00:00,2024-11-07 13:42:00,Machine B1,3896
3897,2024-12-08 12:00:00,2024-12-08 13:54:00,Machine B2,3897
3898,2024-01-09 13:00:00,2024-01-09 15:00:00,Machine B3,3898
3899,2024-02-10 14:00:00,2024-02-10 15:36:00,Machine B4,3899
3900,2024-03-11 09:00:00,2024-03-11 11:14:00,Machine B0,3900
3901,2024-04-12 10:00:00,2024-04-12 11:41:00,Machine B1,3901
3902,2024-05-13 11:00:00,2024-05-13 12:25:00,Machine B2,3902
3903,2024-06-14 12:00:00,2024-06-14 13:34:00,Machine B3,3903
3904,2024-07-15 13:00:00,2024-07-15 14:31:00,Machine B4,3904
3905,2024-08-16 14:00:00,2024-08-16 15:20:00,Machine B0,3905
3906,2024-09-17 09:00:00,2024-09-17 11:35:00,Machine B1,3906
3907,2024-10-18 10:00:00,2024-10-18 12:35:00,Machine B2,3907
3908,2024-11-19 11:00:00,2024-11-19 12:45:00,Machine B3,3908
3909,2024-12-20 12:00:00,2024-12-20 13:47:00,Machine B4,3909
3910,2024-01-21 13:00:00,2024-01-21 14:28:00,Machine B0,3910
3911,2024-02-22 14:00:00,2024-02-22 15:38:00,Machine B1,3911
3912,2024-03-23 09:00:00,2024-03-23 10:49:00,Machine B2,3912
3913,2024-04-24 10:00:00,2024-04-24 11:30:00,Machine B3,3913
3914,2024-05-25 11:00:00,2024-05-25 12:40:00,Machine B4,3914
3915,2024-06-26 12:00:00,2024-06-26 14:26:00,Machine B0,3915
3916,2024-07-27 13:00:00,2024-07-27 14:14:00,Machine B1,3916
3917,2024-08-28 14:00:00,2024-08-28 16:34:00,Machine B2,3917
3918,2024-09-01 09:00:00,2024-09-01 10:15:00,Machine B3,3918
3919,2024-10-02 10:00:00,2024-10-02 11:41:00,Machine B4,3919
3920,2024-11-03 11:00:00,2024-11-03 13:46:00,Machine B0,3920
3921,2024-12-04 12:00:00,2024-12-04 13:18:00,Machine B1,3921
3922,2024-01-05 13:00:00,2024-01-05 14:52:00,Machine B2,3922
3923,2024-02-06 14:00:00,2024-02-06 17:00:00,Machine B3,3923
3924,2024-03-07 09:00:00,2024-03-07 11:36:00,Machine B4,3924
3925,2024-04-08 10:00:00,2024-04-08 11:02:00,Machine B0,3925
3926,2024-05-09 11:00:00,2024-05-09 12:12:00,Machine B1,3926
3927,2024-06-10 12:00:00,2024-06-10 13:55:00,Machine B2,3927
3928,2024-07-11 13:00:00,2024-07-11 15:46:00,Machine B3,3928
3929,2024-08-12 14:00:00,2024-08-12 15:24:00,Machine B4,3929
3930,2024-09-13 09:00:00,2024-09-13 10:47:00,Machine B0,3930
3931,2024-10-14 10:00:00,2024-10-14 11:02:00,Machine B1,3931
3932,2024-11-15 11:00:00,2024-11-15 12:18:00,Machine B2,3932
3933,2024-12-16 12:00:00,2024-12-16 14:29:00,Machine B3,3933
3934,2024-01-17 13:00:00,2024-01-17 15:09:00,Machine B4,3934
3935,2024-02-18 14:00:00,2024-02-18 17:00:00,Machine B0,3935
3936,2024-03-19 09:00:00,2024-03-19 11:58:00,Machine B1,3936
3937,2024-04-20 10:00:00,2024-04-20 12:06:00,Machine B2,3937
3938,2024-05-21 11:00:00,2024-05-21 13:05:00,Machine B3,3938
3939,2024-06-22 12:00:00,2024-06-22 13:01:00,Machine B4,3939
3940,2024-07-23 13:00:00,2024-07-23 15:27:00,Machine B0,3940
3941,2024-08-24 14:00:00,2024-08-24 16:39:00,Machine B1,3941
3942,2024-09-25 09:00:00,2024-09-25 11:06:00,Machine B2,3942
3943,2024-10-26 10:00:00,2024-10-26 11:03:00,Machine B3,3943
3944,2024-11-27 11:00:00,2024-11-27 12:52:00,Machine B4,3944
3945,2024-12-28 12:00:00,2024-12-28 13:13:00,Machine B0,3945
3946,2024-01-01 13:00:00,2024-01-01 15:42:00,Machine B1,3946
3947,2024-02-02 14:00:00,2024-02-02 15:30:00,Machine B2,3947
3948,2024-03-03 09:00:00,2024-03-03 10:21:00,Machine B3,3948
3949,2024-04-04 10:00:00,2024-04-04 11:23:00,Machine B4,3949
3950,2024-05-05 11:00:00,2024-05-05 12:45:00,Machine B0,3950
3951,2024-06-06 12:00:00,2024-06-06 14:42:00,Machine B1,3951
3952,2024-07-07 13:00:00,2024-07-07 14:33:00,Machine B2,3952
3953,2024-08-08 14:00:00,2024-08-08 15:52:00,Machine B3,3953
3954,2024-09-09 09:00:00,2024-09-09 11:00:00,Machine B4,3954
3955,2024-10-10 10:00:00,2024-10-10 12:53:00,Machine B0,3955
3956,2024-11-11 11:00:00,2024-11-11 12:19:00,Machine B1,3956
3957,2024-12-12 12:00:00,2024-12-12 13:37:00,Machine B2,3957
3958,2024-01-13 13:00:00,2024-01-13 14:54:00,Machine B3,3958
3959,2024-02-14 14:00:00,2024-02-14 15:49:00,Machine B4,3959
3960,2024-03-15 09:00:00,2024-03-15 10:57:00,Machine B0,3960
3961,2024-04-16 10:00:00,2024-04-16 11:07:00,Machine B1,3961
3962,2024-05-17 11:00:00,2024-05-17 13:19:00,Machine B2,3962
3963,2024-06-18 12:00:00,2024-06-18 14:11:00,Machine B3,3963
3964,2024-07-19 13:00:00,2024-07-19 14:25:00,Machine B4,3964
3965,2024-08-20 14:00:00,2024-08-20 15:07:00,Machine B0,3965
3966,2024-09-21 09:00:00,2024-09-21 10:42:00,Machine B1,3966
3967,2024-10-22 10:00:00,2024-10-22 12:49:00,Machine B2,3967
3968,2024-11-23 11:00:00,2024-11-23 12:08:00,Machine B3,3968
3969,2024-12-24 12:00:00,2024-12-24 13:54:00,Machine B4,3969
3970,2024-01-25 13:00:00,2024-01-25 14:38:00,Machine B0,3970
3971,2024-02-26 14:00:00,2024-02-26 15:43:00,Machine B1,3971
3972,2024-03-27 09:00:00,2024-03-27 10:19:00,Machine B2,3972
3973,2024-04-28 10:00:00,2024-04-28 11:00:00,Machine B3,3973
3974,2024-05-01 11:00:00,2024-05-01 12:49:00,Machine B4,3974
3975,2024-06-02 12:00:00,2024-06-02 13:53:00,Machine B0,3975
3976,2024-07-03 13:00:00,2024-07-03 15:44:00,Machine B1,3976
3977,2024-08-04 14:00:00,2024-08-04 15:38:00,Machine B2,3977
3978,2024-09-05 09:00:00,2024-09-05 11:07:00,Machine B3,3978
3979,2024-10-06 10:00:00,2024-10-06 12:34:00,Machine B4,3979
3980,2024-11-07 11:00:00,2024-11-07 12:34:00,Machine B0,3980
3981,2024-12-08 12:00:00,2024-12-08 13:54:00,Machine B1,3981
3982,2024-01-09 13:00:00,2024-01-09 14:16:00,Machine B2,3982
3983,2024-02-10 14:00:00,2024-02-10 16:14:00,Machine B3,3983
3984,2024-03-11 09:00:00,2024-03-11 10:56:00,Machine B4,3984
3985,2024-04-12 10:00:00,2024-04-12 12:56:00,Machine B0,3985
3986,2024-05-13 11:00:00,2024-05-13 13:08:00,Machine B1,3986
3987,2024-06-14 12:00:00,2024-06-14 14:58:00,Machine B2,3987
3988,2024-07-15 13:00:00,2024-07-15 15:41:00,Machine B3,3988
3989,2024-08-16 14:00:00,2024-08-16 16:50:00,Machine B4,3989
3990,2024-09-17 09:00:00,2024-09-17 10:21:00,Machine B0,3990
3991,2024-10-18 10:00:00,2024-10-18 12:14:00,Machine B1,3991
3992,2024-11-19 11:00:00,2024-11-19 13:37:00,Machine B2,3992
3993,2024-12-20 12:00:00,2024-12-20 13:37:00,Machine B3,3993
3994,2024-01-21 13:00:00,2024-01-21 14:01:00,Machine B4,3994
3995,2024-02-22 14:00:00,2024-02-22 15:47:00,Machine B0,3995
3996,2024-03-23 09:00:00,2024-03-23 10:44:00,Machine B1,3996
3997,2024-04-24 10:00:00,2024-04-24 12:44:00,Machine B2,3997
3998,2024-05-25 11:00:00,2024-05-25 12:12:00,Machine B3,3998
3999,2024-06-26 12:00:00,2024-06-26 13:23:00,Machine B4,3999
4000,2024-07-27 13:00:00,2024-07-27 14:26:00,Machine B0,4000
4001,2024-08-28 14:00:00,2024-08-28 15:50:00,Machine B1,4001
4002,2024-09-01 09:00:00,2024-09-01 10:37:00,Machine B2,4002
4003,2024-10-02 10:00:00,2024-10-02 12:34:00,Machine B3,4003
4004,2024-11-03 11:00:00,2024-11-03 13:10:00,Machine B4,4004
4005,2024-12-04 12:00:00,2024-12-04 13:46:00,Machine B0,4005
4006,2024-01-05 13:00:00,2024-01-05 14:35:00,Machine B1,4006
4007,2024-02-06 14:00:00,2024-02-06 16:12:00,Machine B2,4007
4008,2024-03-07 09:00:00,2024-03-07 10:14:00,Machine B3,4008
4009,2024-04-08 10:00:00,2024-04-08 11:38:00,Machine B4,4009
4010,2024-05-09 11:00:00,2024-05-09 12:02:00,Machine B0,4010
4011,2024-06-10 12:00:00,2024-06-10 13:04:00,Machine B1,4011
4012,2024-07-11 13:00:00,2024-07-11 15:00:00,Machine B2,4012
4013,2024-08-12 14:00:00,2024-08-12 16:06:00,Machine B3,4013
4014,2024-09-13 09:00:00,2024-09-13 10:39:00,Machine B4,4014
4015,2024-10-14 10:00:00,2024-10-14 12:52:00,Machine B0,4015
4016,2024-11-15 11:00:00,2024-11-15 12:13:00,Machine B1,4016
4017,2024-12-16 12:00:00,2024-12-16 14:43:00,Machine B2,4017
4018,2024-01-17 13:00:00,2024-01-17 14:48:00,Machine B3,4018
4019,2024-02-18 14:00:00,2024-02-18 15:23:00,Machine B4,4019
4020,2024-03-19 09:00:00,2024-03-19 11:12:00,Machine B0,4020
4021,2024-04-20 10:00:00,2024-04-20 12:13:00,Machine B1,4021
4022,2024-05-21 11:00:00,2024-05-21 12:40:00,Machine B2,4022
4023,2024-06-22 12:00:00,2024-06-22 13:42:00,Machine B3,4023
4024,2024-07-23 13:00:00,2024-07-23 14:02:00,Machine B4,4024
4025,2024-08-24 14:00:00,2024-08-24 15:30:00,Machine B0,4025
4026,2024-09-25 09:00:00,2024-09-25 10:24:00,Machine B1,4026
4027,2024-10-26 10:00:00,2024-10-26 12:27:00,Machine B2,4027
4028,2024-11-27 11:00:00,2024-11-27 13:03:00,Machine B3,4028
4029,2024-12-28 12:00:00,2024-12-28 14:18:00,Machine B4,4029
4030,2024-01-01 13:00:00,2024-01-01 15:44:00,Machine B0,4030
4031,2024-02-02 14:00:00,2024-02-02 15:37:00,Machine B1,4031
4032,2024-03-03 09:00:00,2024-03-03 11:44:00,Machine B2,4032
4033,2024-04-04 10:00:00,2024-04-04 12:58:00,Machine B3,4033
4034,2024-05-05 11:00:00,2024-05-05 12:34:00,Machine B4,4034
4035,2024-06-06 12:00:00,2024-06-06 14:37:00,Machine B0,4035
4036,2024-07-07 13:00:00,2024-07-07 14:19:00,Machine B1,4036
4037,2024-08-08 14:00:00,2024-08-08 15:20:00,Machine B2,4037
4038,2024-09-09 09:00:00,2024-09-09 10:52:00,Machine B3,4038
4039,2024-10-10 10:00:00,2024-10-10 12:51:00,Machine B4,4039
4040,2024-11-11 11:00:00,2024-11-11 12:17:00,Machine B0,4040
4041,2024-12-12 12:00:00,2024-12-12 14:57:00,Machine B1,4041
4042,2024-01-13 13:00:00,2024-01-13 14:00:00,Machine B2,4042
4043,2024-02-14 14:00:00,2024-02-14 16:50:00,Machine B3,4043
4044,2024-03-15 09:00:00,2024-03-15 10:24:00,Machine B4,4044
4045,2024-04-16 10:00:00,2024-04-16 11:27:00,Machine B0,4045
4046,2024-05-17 11:00:00,2024-05-17 13:21:00,Machine B1,4046
4047,2024-06-18 12:00:00,2024-06-18 14:12:00,Machine B2,4047
4048,2024-07-19 13:00:00,2024-07-19 14:48:00,Machine B3,4048
4049,2024-08-20 14:00:00,2024-08-20 16:42:00,Machine B4,4049
4050,2024-09-21 09:00:00,2024-09-21 11:34:00,Machine B0,4050
4051,2024-10-22 10:00:00,2024-10-22 11:01:00,Machine B1,4051
4052,2024-11-23 11:00:00,2024-11-23 13:18:00,Machine B2,4052
4053,2024-12-24 12:00:00,2024-12-24 14:20:00,Machine B3,4053
4054,2024-01-25 13:00:00,2024-01-25 15:19:00,Machine B4,4054
4055,2024-02-26 14:00:00,2024-02-26 15:19:00,Machine B0,4055
4056,2024-03-27 09:00:00,2024-03-27 10:28:00,Machine B1,4056
4057,2024-04-28 10:00:00,2024-04-28 12:59:00,Machine B2,4057
4058,2024-05-01 11:00:00,2024-05-01 12:21:00,Machine B3,4058
4059,2024-06-02 12:00:00,2024-06-02 14:58:00,Machine B4,4059
4060,2024-07-03 13:00:00,2024-07-03 15:55:00,Machine B0,4060
4061,2024-08-04 14:00:00,2024-08-04 15:40:00,Machine B1,4061
4062,2024-09-05 09:00:00,2024-09-05 10:44:00,Machine B2,4062
4063,2024-10-06 10:00:00,2024-10-06 12:37:00,Machine B3,4063
4064,2024-11-07 11:00:00,2024-11-07 12:10:00,Machine B4,4064
4065,2024-12-08 12:00:00,2024-12-08 13:34:00,Machine B0,4065
4066,2024-01-09 13:00:00,2024-01-09 14:28:00,Machine B1,4066
4067,2024-02-10 14:00:00,2024-02-10 16:33:00,Machine B2,4067
4068,2024-03-11 09:00:00,2024-03-11 10:00:00,Machine B3,4068
4069,2024-04-12 10:00:00,2024-04-12 12:25:00,Machine B4,4069
4070,2024-05-13 11:00:00,2024-05-13 12:35:00,Machine B0,4070
4071,2024-06-14 12:00:00,2024-06-14 14:50:00,Machine B1,4071
4072,2024-07-15 13:00:00,2024-07-15 14:50:00,Machine B2,4072
4073,2024-08-16 14:00:00,2024-08-16 15:34:00,Machine B3,4073
4074,2024-09-17 09:00:00,2024-09-17 10:09:00,Machine B4,4074
4075,2024-10-18 10:00:00,2024-10-18 11:41:00,Machine B0,4075
4076,2024-11-19 11:00:00,2024-11-19 12:01:00,Machine B1,4076
4077,2024-12-20 12:00:00,2024-12-20 13:14:00,Machine B2,4077
4078,2024-01-21 13:00:00,2024-01-21 14:57:00,Machine B3,4078
4079,2024-02-22 14:00:00,2024-02-22 16:59:00,Machine B4,4079
4080,2024-03-23 09:00:00,2024-03-23 10:03:00,Machine B0,4080
4081,2024-04-24 10:00:00,2024-04-24 11:23:00,Machine B1,4081
4082,2024-05-25 11:00:00,2024-05-25 12:02:00,Machine B2,4082
4083,2024-06-26 12:00:00,2024-06-26 14:26:00,Machine B3,4083
4084,2024-07-27 13:00:00,2024-07-27 15:24:00,Machine B4,4084
4085,2024-08-28 14:00:00,2024-08-28 16:44:00,Machine B0,4085
4086,2024-09-01 09:00:00,2024-09-01 10:33:00,Machine B1,4086
4087,2024-10-02 10:00:00,2024-10-02 11:12:00,Machine B2,4087
4088,2024-11-03 11:00:00,2024-11-03 12:25:00,Machine B3,4088
4089,2024-12-04 12:00:00,2024-12-04 14:24:00,Machine B4,4089
4090,2024-01-05 13:00:00,2024-01-05 14:02:00,Machine B0,4090
4091,2024-02-06 14:00:00,2024-02-06 15:14:00,Machine B1,4091
4092,2024-03-07 09:00:00,2024-03-07 10:05:00,Machine B2,4092
4093,2024-04-08 10:00:00,2024-04-08 11:56:00,Machine B3,4093
4094,2024-05-09 11:00:00,2024-05-09 13:40:00,Machine B4,4094
4095,2024-06-10 12:00:00,2024-06-10 13:45:00,Machine B0,4095
4096,2024-07-11 13:00:00,2024-07-11 15:48:00,Machine B1,4096
4097,2024-08-12 14:00:00,2024-08-12 16:38:00,Machine B2,4097
4098,2024-09-13 09:00:00,2024-09-13 11:00:00,Machine B3,4098
4099,2024-10-14 10:00:00,2024-10-14 12:54:00,Machine B4,4099
4100,2024-11-15 11:00:00,2024-11-15 13:27:00,Machine B0,4100
4101,2024-12-16 12:00:00,2024-12-16 14:04:00,Machine B1,4101
4102,2024-01-17 13:00:00,2024-01-17 15:12:00,Machine B2,4102
4103,2024-02-18 14:00:00,2024-02-18 16:05:00,Machine B3,4103
4104,2024-03-19 09:00:00,2024-03-19 11:36:00,Machine B4,4104
4105,2024-04-20 10:00:00,2024-04-20 12:34:00,Machine B0,4105
4106,2024-05-21 11:00:00,2024-05-21 13:19:00,Machine B1,4106
4107,2024-06-22 12:00:00,2024-06-22 13:55:00,Machine B2,4107
4108,2024-07-23 13:00:00,2024-07-23 15:43:00,Machine B3,4108
4109,2024-08-24 14:00:00,2024-08-24 15:32:00,Machine B4,4109
4110,2024-09-25 09:00:00,2024-09-25 11:18:00,Machine B0,4110
4111,2024-10-26 10:00:00,2024-10-26 11:02:00,Machine B1,4111
4112,2024-11-27 11:00:00,2024-11-27 12:05:00,Machine B2,4112
4113,2024-12-28 12:00:00,2024-12-28 13:15:00,Machine B3,4113
4114,2024-01-01 13:00:00,2024-01-01 14:42:00,Machine B4,4114
4115,2024-02-02 14:00:00,2024-02-02 15:24:00,Machine B0,4115
4116,2024-03-03 09:00:00,2024-03-03 11:40:00,Machine B1,4116
4117,2024-04-04 10:00:00,2024-04-04 12:00:00,Machine B2,4117
4118,2024-05-05 11:00:00,2024-05-05 13:21:00,Machine B3,4118
4119,2024-06-06 12:00:00,2024-06-06 13:17:00,Machine B4,4119
4120,2024-07-07 13:00:00,2024-07-07 15:35:00,Machine B0,4120
4121,2024-08-08 14:00:00,2024-08-08 15:34:00,Machine B1,4121
4122,2024-09-09 09:00:00,2024-09-09 10:14:00,Machine B2,4122
4123,2024-10-10 10:00:00,2024-10-10 11:02:00,Machine B3,4123
4124,2024-11-11 11:00:00,2024-11-11 13:16:00,Machine B4,4124
4125,2024-12-12 12:00:00,2024-12-12 14:00:00,Machine B0,4125
4126,2024-01-13 13:00:00,2024-01-13 14:17:00,Machine B1,4126
4127,2024-02-14 14:00:00,2024-02-14 16:37:00,Machine B2,4127
4128,2024-03-15 09:00:00,2024-03-15 11:21:00,Machine B3,4128
4129,2024-04-16 10:00:00,2024-04-16 12:29:00,Machine B4,4129
4130,2024-05-17 11:00:00,2024-05-17 12:52:00,Machine B0,4130
4131,2024-06-18 12:00:00,2024-06-18 13:01:00,Machine B1,4131
4132,2024-07-19 13:00:00,2024-07-19 15:50:00,Machine B2,4132
4133,2024-08-20 14:00:00,2024-08-20 16:16:00,Machine B3,4133
4134,2024-09-21 09:00:00,2024-09-21 11:07:00,Machine B4,4134
4135,2024-10-22 10:00:00,2024-10-22 11:33:00,Machine B0,4135
4136,2024-11-23 11:00:00,2024-11-23 13:02:00,Machine B1,4136
4137,2024-12-24 12:00:00,2024-12-24 14:22:00,Machine B2,4137
4138,2024-01-25 13:00:00,2024-01-25 15:11:00,Machine B3,4138
4139,2024-02-26 14:00:00,2024-02-26 16:11:00,Machine B4,4139
4140,2024-03-27 09:00:00,2024-03-27 10:04:00,Machine B0,4140
4141,2024-04-28 10:00:00,2024-04-28 11:59:00,Machine B1,4141
4142,2024-05-01 11:00:00,2024-05-01 12:28:00,Machine B2,4142
4143,2024-06-02 12:00:00,2024-06-02 13:23:00,Machine B3,4143
4144,2024-07-03 13:00:00,2024-07-03 14:17:00,Machine B4,4144
4145,2024-08-04 14:00:00,2024-08-04 15:43:00,Machine B0,4145
4146,2024-09-05 09:00:00,2024-09-05 11:18:00,Machine B1,4146
4147,2024-10-06 10:00:00,2024-10-06 11:00:00,Machine B2,4147
4148,2024-11-07 11:00:00,2024-11-07 12:00:00,Machine B3,4148
4149,2024-12-08 12:00:00,2024-12-08 13:51:00,Machine B4,4149
4150,2024-01-09 13:00:00,2024-01-09 15:28:00,Machine B0,4150
4151,2024-02-10 14:00:00,2024-02-10 16:22:00,Machine B1,4151
4152,2024-03-11 09:00:00,2024-03-11 10:34:00,Machine B2,4152
4153,2024-04-12 10:00:00,2024-04-12 11:19:00,Machine B3,4153
4154,2024-05-13 11:00:00,2024-05-13 13:11:00,Machine B4,4154
4155,2024-06-14 12:00:00,2024-06-14 13:18:00,Machine B0,4155
4156,2024-07-15 13:00:00,2024-07-15 14:15:00,Machine B1,4156
4157,2024-08-16 14:00:00,2024-08-16 16:49:00,Machine B2,4157
4158,2024-09-17 09:00:00,2024-09-17 10:41:00,Machine B3,4158
4159,2024-10-18 10:00:00,2024-10-18 11:39:00,Machine B4,4159
4160,2024-11-19 11:00:00,2024-11-19 13:34:00,Machine B0,4160
4161,2024-12-20 12:00:00,2024-12-20 14:51:00,Machine B1,4161
4162,2024-01-21 13:00:00,2024-01-21 14:50:00,Machine B2,4162
4163,2024-02-22 14:00:00,2024-02-22 15:27:00,Machine B3,4163
4164,2024-03-23 09:00:00,2024-03-23 11:31:00,Machine B4,4164
4165,2024-04-24 10:00:00,2024-04-24 11:24:00,Machine B0,4165
4166,2024-05-25 11:00:00,2024-05-25 12:36:00,Machine B1,4166
4167,2024-06-26 12:00:00,2024-06-26 14:21:00,Machine B2,4167
4168,2024-07-27 13:00:00,2024-07-27 15:49:00,Machine B3,4168
4169,2024-08-28 14:00:00,2024-08-28 15:51:00,Machine B4,4169
4170,2024-09-01 09:00:00,2024-09-01 11:57:00,Machine B0,4170
4171,2024-10-02 10:00:00,2024-10-02 12:23:00,Machine B1,4171
4172,2024-11-03 11:00:00,2024-11-03 13:00:00,Machine B2,4172
4173,2024-12-04 12:00:00,2024-12-04 13:37:00,Machine B3,4173
4174,2024-01-05 13:00:00,2024-01-05 16:00:00,Machine B4,4174
4175,2024-02-06 14:00:00,2024-02-06 16:56:00,Machine B0,4175
4176,2024-03-07 09:00:00,2024-03-07 10:36:00,Machine B1,4176
4177,2024-04-08 10:00:00,2024-04-08 11:04:00,Machine B2,4177
4178,2024-05-09 11:00:00,2024-05-09 12:13:00,Machine B3,4178
4179,2024-06-10 12:00:00,2024-06-10 14:59:00,Machine B4,4179
4180,2024-07-11 13:00:00,2024-07-11 15:28:00,Machine B0,4180
4181,2024-08-12 14:00:00,2024-08-12 16:34:00,Machine B1,4181
4182,2024-09-13 09:00:00,2024-09-13 10:10:00,Machine B2,4182
4183,2024-10-14 10:00:00,2024-10-14 12:26:00,Machine B3,4183
4184,2024-11-15 11:00:00,2024-11-15 12:47:00,Machine B4,4184
4185,2024-12-16 12:00:00,2024-12-16 13:39:00,Machine B0,4185
4186,2024-01-17 13:00:00,2024-01-17 14:49:00,Machine B1,4186
4187,2024-02-18 14:00:00,2024-02-18 15:14:00,Machine B2,4187
4188,2024-03-19 09:00:00,2024-03-19 10:07:00,Machine B3,4188
4189,2024-04-20 10:00:00,2024-04-20 12:33:00,Machine B4,4189
4190,2024-05-21 11:00:00,2024-05-21 13:23:00,Machine B0,4190
4191,2024-06-22 12:00:00,2024-06-22 14:42:00,Machine B1,4191
4192,2024-07-23 13:00:00,2024-07-23 14:55:00,Machine B2,4192
4193,2024-08-24 14:00:00,2024-08-24 15:03:00,Machine B3,4193
4194,2024-09-25 09:00:00,2024-09-25 10:32:00,Machine B4,4194
4195,2024-10-26 10:00:00,2024-10-26 12:18:00,Machine B0,4195
4196,2024-11-27 11:00:00,2024-11-27 13:09:00,Machine B1,4196
4197,2024-12-28 12:00:00,2024-12-28 13:34:00,Machine B2,4197
4198,2024-01-01 13:00:00,2024-01-01 14:39:00,Machine B3,4198
4199,2024-02-02 14:00:00,2024-02-02 15:17:00,Machine B4,4199
4200,2024-03-03 09:00:00,2024-03-03 10:48:00,Machine B0,4200
4201,2024-04-04 10:00:00,2024-04-04 11:57:00,Machine B1,4201
4202,2024-05-05 11:00:00,2024-05-05 13:45:00,Machine B2,4202
4203,2024-06-06 12:00:00,2024-06-06 13:42:00,Machine B3,4203
4204,2024-07-07 13:00:00,2024-07-07 14:06:00,Machine B4,4204
4205,2024-08-08 14:00:00,2024-08-08 16:52:00,Machine B0,4205
4206,2024-09-09 09:00:00,2024-09-09 11:05:00,Machine B1,4206
4207,2024-10-10 10:00:00,2024-10-10 11:11:00,Machine B2,4207
4208,2024-11-11 11:00:00,2024-11-11 13:42:00,Machine B3,4208
4209,2024-12-12 12:00:00,2024-12-12 14:55:00,Machine B4,4209
4210,2024-01-13 13:00:00,2024-01-13 14:49:00,Machine B0,4210
4211,2024-02-14 14:00:00,2024-02-14 15:47:00,Machine B1,4211
4212,2024-03-15 09:00:00,2024-03-15 11:15:00,Machine B2,4212
4213,2024-04-16 10:00:00,2024-04-16 11:02:00,Machine B3,4213
4214,2024-05-17 11:00:00,2024-05-17 12:17:00,Machine B4,4214
4215,2024-06-18 12:00:00,2024-06-18 13:27:00,Machine B0,4215
4216,2024-07-19 13:00:00,2024-07-19 14:35:00,Machine B1,4216
4217,2024-08-20 14:00:00,2024-08-20 16:52:00,Machine B2,4217
4218,2024-09-21 09:00:00,2024-09-21 11:14:00,Machine B3,4218
4219,2024-10-22 10:00:00,2024-10-22 12:51:00,Machine B4,4219
